'0','ikbb001','Force_Booster(BellatoCape1)'
'1969','ikafb93','Anti_Curse_Booster_[93_Grade](Accretia)'
'1970','ikafb94','Anti_Curse_Booster_[94_Grade](Accretia)'
'1971','ikafb95','Anti_Curse_Booster_[95_Grade](Accretia)'
'1972','ikafb96','Anti_Curse_Booster_[96_Grade](Accretia)'
'1973','ikafb97','Anti_Curse_Booster_[97_Grade](Accretia)'
'1974','ikafb98','Anti_Curse_Booster_[98_Grade](Accretia)'
'1975','ikafb99','Anti_Curse_Booster_[99_Grade](Accretia)'
'1976','ikbtc01','Certificate_of_Complete_Discipline(Bellato)'
'1977','ikctc01','Certificate_of_Complete_Discipline(Cora)'
'1978','ikatc01','Certificate_of_Complete_Discipline(Accretia)'
'1979','ikexp02','Stealth_Mantle'
