'0','igdbf01','Default_Bellato_Male_Gloves_1'
'398','igcwc40','Normal_Uniform_Armlet<GuildMasterOnly>'
'399','igcwd40','Normal_Uniform_Armlet<ArchonOnly>'
'400','igcwa43','Rogue_Gauntlets(Cora_Warrior_TypeA)'
'401','igcwb43','Intense_Rogue_Gauntlets(Cora_Warrior_TypeB)'
'402','igcwc43','Rogue_Gauntlets(Cora_Warrior_TypeC)'
'403','igcwd43','Rogue_Gauntlets(Cora_Warrior_TypeD)'
'404','igcwa45','Large_Rogue_Gauntlets(Cora_Warrior_TypeA)'
'405','igcwb45','Intense_Large_Rogue_Gauntlets(Cora_Warrior_TypeB)'
'406','igcwc45','Symbol_of_Leader_Gauntlet'
'407','igcwd45','Representative_of_Desem_Gauntlet'
'408','igcwa47','JM_Hora_Gauntlet(Cora_Warrior_TypeA)'
'409','igcwb47','Intense_JM_Hora_Guantlet(Cora_Warrior_TypeB)'
'410','igcwc47','JM_Hora_Guantlet(Cora_Warrior_TypeC)'
'411','igcwd47','JM_Hora_Guantlet(Cora_Warrior_TypeD)'
'412','igcwa50','Bone_Gauntlet(Cora_Warrior_TypeA)'
'413','igcwb50','Intense_Bone_Gauntlet(Cora_Warrior_TypeB)'
'414','igcwc50','KnightWalker_Arm_Guard<M-type>'
'415','igcwd50','Bone_Gauntlet(Cora_Warrior_TypeD)'
'416','igcra04','Light_Training_Shift_None(Cora_Ranger_TypeA)'
'417','igcrb04','Intense_Light_Training_Shift_None(Cora_Ranger_TypeB)'
'418','igcrc04','Light_Training_Shift_None(Cora_Ranger_TypeC)'
'419','igcrd04','Light_Training_Shift_None(Cora_Ranger_TypeD)'
'420','igcra07','Shift_None(Cora_Ranger_TypeA)'
'421','igcrb07','Intense_Shift_None(Cora_Ranger_TypeB)'
'422','igcrc07','Shift_None(Cora_Ranger_TypeC)'
'423','igcrd07','Shift_None(Cora_Ranger_TypeD)'
'424','igcra10','High_Shift_None(Cora_Ranger_TypeA)'
'425','igcrb10','Intense_High_Shift_None(Cora_Ranger_TypeB)'
'426','igcrc10','High_Shift_None(Cora_Ranger_TypeC)'
'427','igcrd10','High_Shift_None(Cora_Ranger_TypeD)'
'428','igcra13','Raiment_Glove(Cora_Ranger_TypeA)'
'429','igcrb13','Intense_Raiment_Glove(Cora_Ranger_TypeB)'
'430','igcrc13','Raiment_Glove(Cora_Ranger_TypeC)'
'431','igcrd13','Raiment_Glove(Cora_Ranger_TypeD)'
'432','igcra16','Hora_Ranger_Glove(Cora_Ranger_TypeA)'
'433','igcrb16','Intense_Hora_Ranger_Glove(Cora_Ranger_TypeB)'
'434','igcrc16','Hora_Ranger_Glove(Cora_Ranger_TypeC)'
'435','igcrd16','Hora_Ranger_Glove(Cora_Ranger_TypeD)'
'436','igcra19','Clout_Bangle(Cora_Ranger_TypeA)'
'437','igcrb19','Intense_Clout_Bangle(Cora_Ranger_TypeB)'
'438','igcrc19','Clout_Bangle(Cora_Ranger_TypeC)'
'439','igcrd19','Clout_Bangle(Cora_Ranger_TypeD)'
'440','igcra21','Ether_Clout_Bangle(Cora_Ranger_TypeA)'
'441','igcrb21','Intense_Ether_Clout_Bangle(Cora_Ranger_TypeB)'
'442','igcrc21','Ether_Clout_Bangle(Cora_Ranger_TypeC)'
'443','igcrd21','Ether_Clout_Bangle(Cora_Ranger_TypeD)'
'444','igcra23','Rust_Iron_Bangle(Cora_Ranger_TypeA)'
'445','igcrb23','Intense_Rust_Iron_Bangle(Cora_Ranger_TypeB)'
'446','igcrc23','Rust_Iron_Bangle(Cora_Ranger_TypeC)'
'447','igcrd23','Rust_Iron_Bangle(Cora_Ranger_TypeD)'
'448','igcra25','Iron_Bangle(Cora_Ranger_TypeA)'
'449','igcrb25','Intense_Iron_Bangle(Cora_Ranger_TypeB)'
'450','igcrc25','Iron_Bangle(Cora_Ranger_TypeC)'
'451','igcrd25','Iron_Bangle(Cora_Ranger_TypeD)'
'452','igcra27','Rust_Ager_Bangle(Cora_Ranger_TypeA)'
'453','igcrb27','Intense_Rust_Ager_Bangle(Cora_Ranger_TypeB)'
'454','igcrc27','Rust_Ager_Bangle(Cora_Ranger_TypeC)'
'455','igcrd27','Rust_Ager_Bangle(Cora_Ranger_TypeD)'
'456','igcra29','Ager_Bangle(Cora_Ranger_TypeA)'
'457','igcrb29','Intense_Ager_Bangle(Cora_Ranger_TypeB)'
'458','igcrc29','Ager_Bangle(Cora_Ranger_TypeC)'
'459','igcrd29','Ager_Bangle(Cora_Ranger_TypeD)'
'460','igcra31','Redeemer_Bracelet(Cora_Ranger_TypeA)'
'461','igcrb31','Intense_Redeemer_Bracelet(Cora_Ranger_TypeB)'
'462','igcrc31','Redeemer_Bracelet(Cora_Ranger_TypeC)'
'463','igcrd31','Redeemer_Bracelet(Cora_Ranger_TypeD)'
'464','igcra33','Redeemer_Mine_Bracelet(Cora_Ranger_TypeA)'
'465','igcrb33','Intense_Redeemer_Mine_Bracelet(Cora_Ranger_TypeB)'
'466','igcrc33','Redeemer_Mine_Bracelet(Cora_Ranger_TypeC)'
'467','igcrd33','Redeemer_Mine_Bracelet(Cora_Ranger_TypeD)'
'468','igcra35','Crude_Hazard_Bracelet(Cora_Ranger_TypeA)'
'469','igcrb35','Intense_Crude_Hazard_Bracelet(Cora_Ranger_TypeB)'
'470','igcrc35','Crude_Hazard_Bracelet(Cora_Ranger_TypeC)'
'471','igcrd35','Crude_Hazard_Bracelet(Cora_Ranger_TypeD)'
'472','igcra37','Hazard_Bracelet(Cora_Ranger_TypeA)'
'473','igcrb37','Intense_Hazard_Bracelet(Cora_Ranger_TypeB)'
'474','igcrc37','Hazard_Bracelet(Cora_Ranger_TypeC)'
'475','igcrd37','Hazard_Bracelet(Cora_Ranger_TypeD)'
'476','igcra39','Limited_Glow_Bracelet(Cora_Ranger_TypeA)'
'477','igcrb39','Intense_Limited_Glow_Bracelet(Cora_Ranger_TypeB)'
'478','igcrc39','Limited_Glow_Bracelet(Cora_Ranger_TypeC)'
'479','igcrd39','Limited_Glow_Bracelet(Cora_Ranger_TypeD)'
'480','igcra41','Glow_Armlet(Cora_Ranger_TypeA)'
'481','igcrb41','Intense_Glow_Armlet(Cora_Ranger_TypeB)'
'482','igcrc41','Glow_Armlet(Cora_Ranger_TypeC)'
'483','igcrd41','Glow_Armlet(Cora_Ranger_TypeD)'
'484','igcra43','Velocity_Armlet(Cora_Ranger_TypeA)'
'485','igcrb43','Intense_Velocity_Armlet(Cora_Ranger_TypeB)'
'486','igcrc43','Velocity_Armlet(Cora_Ranger_TypeC)'
'487','igcrd43','Velocity_Armlet(Cora_Ranger_TypeD)'
'488','igcra45','Top_Velocity_Armlet(Cora_Ranger_TypeA)'
'489','igcrb45','Intense_Top_Velocity_Armlet(Cora_Ranger_TypeB)'
'490','igcrc45','Top_Velocity_Armlet(Cora_Ranger_TypeC)'
'491','igcrd45','Representative_of_Desem_Armlet(Cora_Ranger_TypeD)'
'492','igcra47','Ranger_Armlet(Cora_Ranger_TypeA)'
'493','igcrb47','Intense_Ranger_Armlet(Cora_Ranger_TypeB)'
'494','igcrc47','Ranger_Armlet(Cora_Ranger_TypeC)'
'495','igcrd47','Ranger_Armlet(Cora_Ranger_TypeD)'
'496','igcra50','Azl_Raiment_Armlet(Cora_Ranger_TypeA)'
'497','igcrb50','Intense_Azl_Raiment_Armlet(Cora_Ranger_TypeB)'
'498','igcrc50','KnightWalker_Arm_Guard<R-type>'
'499','igcrd50','Azl_Raiment_Armlet(Cora_Ranger_TypeD)'
'500','igcfa04','Normal_Training_Schmitt_None(Cora_Force_TypeA)'
'501','igcfb04','Intense_Normal_Training_Schmitt_None(Cora_Force_TypeB)'
'502','igcfc04','Premium_F.LV1_Glove(Cora_Force_TypeD)'
'503','igcfd04','Premium_F.LV43_Glove(Cora_Force_TypeD)'
'504','igcfa07','Schmitt_None(Cora_Force_TypeA)'
'505','igcfb07','Intense_Schmitt_None(Cora_Force_TypeB)'
'506','igcfc07','Schmitt_None(Cora_Force_TypeC)'
'507','igcfd07','Schmitt_None(Cora_Force_TypeD)'
'508','igcfa10','Senior_Schmitt_None(Cora_Force_TypeA)'
'509','igcfb10','Intense_Senior_Schmitt_None(Cora_Force_TypeB)'
'510','igcfc10','Senior_Schmitt_None(Cora_Force_TypeC)'
'511','igcfd10','Senior_Schmitt_None(Cora_Force_TypeD)'
'512','igcfa13','Banel_Stuff_Glove(Cora_Force_TypeA)'
'513','igcfb13','Intense_Banel_Stuff_Glove(Cora_Force_TypeB)'
'514','igcfc13','Banel_Stuff_Glove(Cora_Force_TypeC)'
'515','igcfd13','Banel_Stuff_Glove(Cora_Force_TypeD)'
'516','igcfa16','Stuff_Glove(Cora_Force_TypeA)'
'517','igcfb16','Intense_Stuff_Glove(Cora_Force_TypeB)'
'518','igcfc16','Stuff_Glove(Cora_Force_TypeC)'
'519','igcfd16','Stuff_Glove(Cora_Force_TypeD)'
'520','igcfa19','Hard_Leather_Glove(Cora_Force_TypeA)'
'521','igcfb19','Intense_Hard_Leather_Glove(Cora_Force_TypeB)'
'522','igcfc19','Hard_Leather_Glove(Cora_Force_TypeC)'
'523','igcfd19','Hard_Leather_Glove(Cora_Force_TypeD)'
'524','igcfa21','Leather_Glove(Cora_Force_TypeA)'
'525','igcfb21','Intense_Leather_Glove(Cora_Force_TypeB)'
'526','igcfc21','Leather_Glove(Cora_Force_TypeC)'
'527','igcfd21','Leather_Glove(Cora_Force_TypeD)'
'528','igcfa23','Mage_Polished_Glove(Cora_Force_TypeA)'
'529','igcfb23','Intense_Mage_Polished_Glove(Cora_Force_TypeB)'
'530','igcfc23','Mage_Polished_Glove(Cora_Force_TypeC)'
'531','igcfd23','Mage_Polished_Glove(Cora_Force_TypeD)'
'532','igcfa25','Polished_Glove(Cora_Force_TypeA)'
'533','igcfb25','Intense_Polished_Glove(Cora_Force_TypeB)'
'534','igcfc25','Polished_Glove(Cora_Force_TypeC)'
'535','igcfd25','Polished_Glove(Cora_Force_TypeD)'
'536','igcfa27','Simple_Ancient_Glove(Cora_Force_TypeA)'
'537','igcfb27','Intense_Simple_Ancient_Glove(Cora_Force_TypeB)'
'538','igcfc27','Simple_Ancient_Glove(Cora_Force_TypeC)'
'539','igcfd27','Simple_Ancient_Glove(Cora_Force_TypeD)'
'540','igcfa29','Ancient_Glove(Cora_Force_TypeA)'
'541','igcfb29','Intense_Ancient_Glove(Cora_Force_TypeB)'
'542','igcfc29','Ancient_Glove(Cora_Force_TypeC)'
'543','igcfd29','Ancient_Glove(Cora_Force_TypeD)'
'544','igcfa31','Banel_Dru_Mitten(Cora_Force_TypeA)'
'545','igcfb31','Intense_Banel_Dru_Mitten(Cora_Force_TypeB)'
'546','igcfc31','Banel_Dru_Mitten(Cora_Force_TypeC)'
'547','igcfd31','Banel_Dru_Mitten(Cora_Force_TypeD)'
'548','igcfa33','Hora_Mitten(Cora_Force_TypeA)'
'549','igcfb33','Intense_Hora_Mitten(Cora_Force_TypeB)'
'550','igcfc33','Hora_Mitten(Cora_Force_TypeC)'
'551','igcfd33','Hora_Mitten(Cora_Force_TypeD)'
'552','igcfa35','Middle_Shabatt_Mitten(Cora_Force_TypeA)'
'553','igcfb35','Intense_Middle_Shabatt_Mitten(Cora_Force_TypeB)'
'554','igcfc35','Middle_Shabatt_Mitten(Cora_Force_TypeC)'
'555','igcfd35','Middle_Shabatt_Mitten(Cora_Force_TypeD)'
'556','igcfa37','Sabbat_Mitten(Cora_Force_TypeA)'
'557','igcfb37','Intense_Sabbat_Mitten(Cora_Force_TypeB)'
'558','igcfc37','Sabbat_Mitten(Cora_Force_TypeC)'
'559','igcfd37','Sabbat_Mitten(Cora_Force_TypeD)'
'560','igcfa39','Force_Mitten(Cora_Force_TypeA)'
'561','igcfb39','Intense_Force_Mitten(Cora_Force_TypeB)'
'562','igcfc39','Force_Mitten(Cora_Force_TypeC)'
'563','igcfd39','Force_Mitten(Cora_Force_TypeD)'
'564','igcfa41','Itaco_Gloves(Cora_Force_TypeA)'
'565','igcfb41','Intense_Itaco_Gloves(Cora_Force_TypeB)'
'566','igcfc41','Itaco_Gloves(Cora_Force_TypeC)'
'567','igcfd41','Itaco_Gloves(Cora_Force_TypeD)'
'568','igcfa43','Shamans_Gloves(Cora_Force_TypeA)'
'569','igcfb43','Intense_Shamans_Gloves(Cora_Force_TypeB)'
'570','igcfc43','Shamans_Gloves(Cora_Force_TypeC)'
'571','igcfd43','Shamans_Gloves(Cora_Force_TypeD)'
'572','igcfa45','Elixir_Gloves(Cora_Force_TypeA)'
'573','igcfb45','Intense_Elixir_Gloves(Cora_Force_TypeB)'
'574','igcfc45','Elixir_Gloves(Cora_Force_TypeC)'
'575','igcfd45','Representative_of_Desem_Gloves(Cora_Force_TypeD)'
'576','igcfa47','Decem_Gloves(Cora_Force_TypeA)'
'577','igcfb47','Intense_Decem_Gloves(Cora_Force_TypeB)'
'578','igcfc47','Decem_Gloves(Cora_Force_TypeC)'
'579','igcfd47','Decem_Gloves(Cora_Force_TypeD)'
'580','igcfa50','Dru_Gloves(Cora_Force_TypeA)'
'581','igcfb50','Intense_Dru_Gloves(Cora_Force_TypeB)'
'582','igcfc50','KnightWalker_Arm_Guard<F-type>'
'583','igcfd50','Dru_Gloves(Cora_Force_TypeD)'
'584','igawa04','Training_Arm(Accretia_Warrior_TypeA)'
'585','igawb04','Intense_Training_Arm(Accretia_Warrior_TypeB)'
'586','igawc04','Training_Arm(Accretia_Warrior_TypeC)'
'587','igawd04','Training_Arm(Accretia_Warrior_TypeD)'
'588','igawa07','Basic_Arm(Accretia_Warrior_TypeA)'
'589','igawb07','Intense_Basic_Arm(Accretia_Warrior_TypeB)'
'590','igawc07','Basic_Arm(Accretia_Warrior_TypeC)'
'591','igawd07','Basic_Arm(Accretia_Warrior_TypeD)'
'592','igawa10','Light_Arm(Accretia_Warrior_TypeA)'
'593','igawb10','Intense_Light_Arm(Accretia_Warrior_TypeB)'
'594','igawc10','Light_Arm(Accretia_Warrior_TypeC)'
'595','igawd10','Light_Arm(Accretia_Warrior_TypeD)'
'596','igawa13','Normal_Basic_Arm(Accretia_Warrior_TypeA)'
'597','igawb13','Intense_Normal_Basic_Arm(Accretia_Warrior_TypeB)'
'598','igawc13','Normal_Basic_Arm(Accretia_Warrior_TypeC)'
'599','igawd13','Normal_Basic_Arm(Accretia_Warrior_TypeD)'
'600','igawa16','Normal_Arm(Accretia_Warrior_TypeA)'
'601','igawb16','Intense_Normal_Arm(Accretia_Warrior_TypeB)'
'602','igawc16','Normal_Arm(Accretia_Warrior_TypeC)'
'603','igawd16','Normal_Arm(Accretia_Warrior_TypeD)'
'604','igawa19','Heavy_Arm(Accretia_Warrior_TypeA)'
'605','igawb19','Intense_Heavy_Arm(Accretia_Warrior_TypeB)'
'606','igawc19','Heavy_Arm(Accretia_Warrior_TypeC)'
'607','igawd19','Heavy_Arm(Accretia_Warrior_TypeD)'
'608','igawa21','Chief_Heavy_Arm(Accretia_Warrior_TypeA)'
'609','igawb21','Intense_Chief_Heavy_Arm(Accretia_Warrior_TypeB)'
'610','igawc21','Chief_Heavy_Arm(Accretia_Warrior_TypeC)'
'611','igawd21','Chief_Heavy_Arm(Accretia_Warrior_TypeD)'
'612','igawa23','Steel_Tube_Arm(Accretia_Warrior_TypeA)'
'613','igawb23','Intense_Steel_Tube_Arm(Accretia_Warrior_TypeB)'
'614','igawc23','Steel_Tube_Arm(Accretia_Warrior_TypeC)'
'615','igawd23','Steel_Tube_Arm(Accretia_Warrior_TypeD)'
'616','igawa25','Double_Steel_Tube_Arm(Accretia_Warrior_TypeA)'
'617','igawb25','Intense_Double_Steel_Tube_Arm(Accretia_Warrior_TypeB)'
'618','igawc25','Double_Steel_Tube_Arm(Accretia_Warrior_TypeC)'
'619','igawd25','Double_Steel_Tube_Arm(Accretia_Warrior_TypeD)'
'620','igawa27','Metal_Arm(Accretia_Warrior_TypeA)'
'621','igawb27','Intense_Metal_Arm(Accretia_Warrior_TypeB)'
'622','igawc27','Metal_Arm(Accretia_Warrior_TypeC)'
'623','igawd27','Metal_Arm(Accretia_Warrior_TypeD)'
'624','igawa29','HQ_Metal_Arm(Accretia_Warrior_TypeA)'
'625','igawb29','Intense_HQ_Metal_Arm(Accretia_Warrior_TypeB)'
'626','igawc29','HQ_Metal_Arm(Accretia_Warrior_TypeC)'
'627','igawd29','HQ_Metal_Arm(Accretia_Warrior_TypeD)'
'628','igawa31','Low_Burn_Arm(Accretia_Warrior_TypeA)'
'629','igawb31','Intense_Low_Burn_Arm(Accretia_Warrior_TypeB)'
'630','igawc31','Low_Burn_Arm(Accretia_Warrior_TypeC)'
'631','igawd31','Low_Burn_Arm(Accretia_Warrior_TypeD)'
'632','igawa33','Burn_Arm(Accretia_Warrior_TypeA)'
'633','igawb33','Intense_Burn_Arm(Accretia_Warrior_TypeB)'
'634','igawc33','Burn_Arm(Accretia_Warrior_TypeC)'
'635','igawd33','Burn_Arm(Accretia_Warrior_TypeD)'
'636','igawa35','Beam_Arm(Accretia_Warrior_TypeA)'
'637','igawb35','Intense_Beam_Arm(Accretia_Warrior_TypeB)'
'638','igawc35','Beam_Arm(Accretia_Warrior_TypeC)'
'639','igawd35','Beam_Arm(Accretia_Warrior_TypeD)'
'640','igawa37','Hora_Power_Arm(Accretia_Warrior_TypeA)'
'641','igawb37','Intense_Hora_Power_Arm(Accretia_Warrior_TypeB)'
'642','igawc37','Hora_Power_Arm(Accretia_Warrior_TypeC)'
'643','igawd37','Hora_Power_Arm(Accretia_Warrior_TypeD)'
'644','igawa39','Silver_Arm(Accretia_Warrior_TypeA)'
'645','igawb39','Intense_Silver_Arm(Accretia_Warrior_TypeB)'
'646','igawc39','Silver_Arm(Accretia_Warrior_TypeC)'
'647','igawd39','Silver_Arm(Accretia_Warrior_TypeD)'
'648','igawa41','Hora_Arm(Accretia_Warrior_TypeA)'
'649','igawb41','Intense_Hora_Arm(Accretia_Warrior_TypeB)'
'650','igawc40','Normal_Uniform_Arm<GuildMasterOnly>'
'651','igawd40','Normal_Uniform_Arm<ArchonOnly>'
'652','igawa43','Alloy_Arm(Accretia_Warrior_TypeA)'
'653','igawb43','Intense_Alloy_Arm(Accretia_Warrior_TypeB)'
'654','igawc43','Alloy_Arm(Accretia_Warrior_TypeC)'
'655','igawd43','Alloy_Arm(Accretia_Warrior_TypeD)'
'656','igawa45','Top_Alloy_Arm(Accretia_Warrior_TypeA)'
'657','igawb45','Intense_Top_Alloy_Arm(Accretia_Warrior_TypeB)'
'658','igawc45','Symbol_of_Leader_Arm'
'659','igawd45','Voice_of_Empire_Arm'
'660','igawa47','Power_Suit_Arm(Accretia_Warrior_TypeA)'
'661','igawb47','Intense_Power_Suit_Arm(Accretia_Warrior_TypeB)'
'662','igawc47','Power_Suit_Arm(Accretia_Warrior_TypeC)'
'663','igawd47','Power_Suit_Arm(Accretia_Warrior_TypeD)'
'664','igawa50','Temple_Beam_Arm(Accretia_Warrior_TypeA)'
'665','igawb50','Intense_Temple_Beam_Arm(Accretia_Warrior_TypeB)'
'666','igawc50','Didalos_Tactical_Arm<M-type>'
'667','igawd50','Temple_Beam_Arm(Accretia_Warrior_TypeD)'
'668','igara04','Light_Training_Arm(Accretia_Ranger_TypeA)'
'669','igarb04','Intense_Light_Training_Arm(Accretia_Ranger_TypeB)'
'670','igarc04','Light_Training_Arm(Accretia_Ranger_TypeC)'
'671','igard04','Light_Training_Arm(Accretia_Ranger_TypeD)'
'672','igara07','Chip_Arm(Accretia_Ranger_TypeA)'
'673','igarb07','Intense_Chip_Arm(Accretia_Ranger_TypeB)'
'674','igarc07','Chip_Arm(Accretia_Ranger_TypeC)'
'675','igard07','Chip_Arm(Accretia_Ranger_TypeD)'
'676','igara10','Piece_Arm(Accretia_Ranger_TypeA)'
'677','igarb10','Intense_Piece_Arm(Accretia_Ranger_TypeB)'
'678','igarc10','Piece_Arm(Accretia_Ranger_TypeC)'
'679','igard10','Piece_Arm(Accretia_Ranger_TypeD)'
'680','igara13','Basic_Piece_Arm(Accretia_Ranger_TypeA)'
'681','igarb13','Intense_Basic_Piece_Arm(Accretia_Ranger_TypeB)'
'682','igarc13','Basic_Piece_Arm(Accretia_Ranger_TypeC)'
'683','igard13','Basic_Piece_Arm(Accretia_Ranger_TypeD)'
'684','igara16','Normal_Piece_Arm(Accretia_Ranger_TypeA)'
'685','igarb16','Intense_Normal_Piece_Arm(Accretia_Ranger_TypeB)'
'686','igarc16','Normal_Piece_Arm(Accretia_Ranger_TypeC)'
'687','igard16','Normal_Piece_Arm(Accretia_Ranger_TypeD)'
'688','igara19','Heavy_Piece_Arm(Accretia_Ranger_TypeA)'
'689','igarb19','Intense_Heavy_Piece_Arm(Accretia_Ranger_TypeB)'
'690','igarc19','Heavy_Piece_Arm(Accretia_Ranger_TypeC)'
'691','igard19','Heavy_Piece_Arm(Accretia_Ranger_TypeD)'
'692','igara21','High_Heavy_Piece_Arm(Accretia_Ranger_TypeA)'
'693','igarb21','Intense_High_Heavy_Piece_Arm(Accretia_Ranger_TypeB)'
'694','igarc21','High_Heavy_Piece_Arm(Accretia_Ranger_TypeC)'
'695','igard21','High_Heavy_Piece_Arm(Accretia_Ranger_TypeD)'
'696','igara23','Light_Pliant_Arm(Accretia_Ranger_TypeA)'
'697','igarb23','Intense_Light_Pliant_Arm(Accretia_Ranger_TypeB)'
'698','igarc23','Light_Pliant_Arm(Accretia_Ranger_TypeC)'
'699','igard23','Light_Pliant_Arm(Accretia_Ranger_TypeD)'
'700','igara25','Pliant_Arm(Accretia_Ranger_TypeA)'
'701','igarb25','Intense_Pliant_Arm(Accretia_Ranger_TypeB)'
'702','igarc25','Pliant_Arm(Accretia_Ranger_TypeC)'
'703','igard25','Pliant_Arm(Accretia_Ranger_TypeD)'
'704','igara27','Rust_Solid_Arm(Accretia_Ranger_TypeA)'
'705','igarb27','Intense_Rust_Solid_Arm(Accretia_Ranger_TypeB)'
'706','igarc27','Rust_Solid_Arm(Accretia_Ranger_TypeC)'
'707','igard27','Rust_Solid_Arm(Accretia_Ranger_TypeD)'
'708','igara29','Solid_Metal_Arm(Accretia_Ranger_TypeA)'
'709','igarb29','Intense_Solid_Metal_Arm(Accretia_Ranger_TypeB)'
'710','igarc29','Solid_Metal_Arm(Accretia_Ranger_TypeC)'
'711','igard29','Solid_Metal_Arm(Accretia_Ranger_TypeD)'
'712','igara31','Crude_Hue_Arm(Accretia_Ranger_TypeA)'
'713','igarb31','Intense_Crude_Hue_Arm(Accretia_Ranger_TypeB)'
'714','igarc31','Crude_Hue_Arm(Accretia_Ranger_TypeC)'
'715','igard31','Crude_Hue_Arm(Accretia_Ranger_TypeD)'
'716','igara33','Hue_Arm(Accretia_Ranger_TypeA)'
'717','igarb33','Intense_Hue_Arm(Accretia_Ranger_TypeB)'
'718','igarc33','Hue_Arm(Accretia_Ranger_TypeC)'
'719','igard33','Hue_Arm(Accretia_Ranger_TypeD)'
'720','igara35','Single_Press_Arm(Accretia_Ranger_TypeA)'
'721','igarb35','Intense_Single_Press_Arm(Accretia_Ranger_TypeB)'
'722','igarc35','Single_Press_Arm(Accretia_Ranger_TypeC)'
'723','igard35','Single_Press_Arm(Accretia_Ranger_TypeD)'
'724','igara37','Double_Press_Arm(Accretia_Ranger_TypeA)'
'725','igarb37','Intense_Double_Press_Arm(Accretia_Ranger_TypeB)'
'726','igarc37','Double_Press_Arm(Accretia_Ranger_TypeC)'
'727','igard37','Double_Press_Arm(Accretia_Ranger_TypeD)'
'728','igara39','Per_Arm(Accretia_Ranger_TypeA)'
'729','igarb39','Intense_Per_Arm(Accretia_Ranger_TypeB)'
'730','igarc39','Per_Arm(Accretia_Ranger_TypeC)'
'731','igard39','Per_Arm(Accretia_Ranger_TypeD)'
'732','igara41','Hora_Power_Piece_Arm(Accretia_Ranger_TypeA)'
'733','igarb41','Intense_Hora_Power_Piece_Arm(Accretia_Ranger_TypeB)'
'734','igarc41','Hora_Power_Piece_Arm(Accretia_Ranger_TypeC)'
'735','igard41','Hora_Power_Piece_Arm(Accretia_Ranger_TypeD)'
'736','igara43','Normal_Vacuum_Arm(Accretia_Ranger_TypeA)'
'737','igarb43','Intense_Normal_Vacuum_Arm(Accretia_Ranger_TypeB)'
'738','igarc43','Normal_Vacuum_Arm(Accretia_Ranger_TypeC)'
'739','igard43','Normal_Vacuum_Arm(Accretia_Ranger_TypeD)'
'740','igara45','Vacuum_Arm(Accretia_Ranger_TypeA)'
'741','igarb45','Intense_Vacuum_Arm(Accretia_Ranger_TypeB)'
'742','igarc45','Vacuum_Arm(Accretia_Ranger_TypeC)'
'743','igard45','Voice_of_Empire_Arm(Accretia_Ranger_TypeD)'
'744','igara47','Hora_Piece_Arm(Accretia_Ranger_TypeA)'
'745','igarb47','Intense_Hora_Piece_Arm(Accretia_Ranger_TypeB)'
'746','igarc47','Hora_Piece_Arm(Accretia_Ranger_TypeC)'
'747','igard47','Hora_Piece_Arm(Accretia_Ranger_TypeD)'
'748','igara50','Metal_Per_Arm(Accretia_Ranger_TypeA)'
'749','igarb50','Intense_Metal_Per_Arm(Accretia_Ranger_TypeB)'
'750','igarc50','Didalos_Tactical_Arm<R-type>('
'751','igard50','Metal_Per_Arm(Accretia_Ranger_TypeD)'
'752','igafa04','Accretia(ETC)_Arm(Accretia_Launcher_TypeA)'
'753','igafb04','Intense_Accretia(ETC)_Arm(Accretia_Launcher_TypeB)'
'754','igafc04','Accretia(ETC)_Arm(Accretia_Launcher_Typemake)'
'755','igafd04','Accretia(ETC)_Arm(Accretia_Launcher_Typeuniqe)'
'756','igafa07','Accretia(ETC)_Arm(Accretia_Launcher_TypeA)'
'757','igafb04','Intense_Accretia(ETC)_Arm(Accretia_Launcher_TypeB)'
'758','igafc07','???????_??(????????make)'
'759','igafd07','???????_??(????????uniqe)'
'760','igafa10','Accretia(ETC)_Arm(Accretia_Launcher_TypeA)'
'761','igafb04','Intense_Accretia(ETC)_Arm(Accretia_Launcher_TypeB)'
'762','igafc07','???????_??(????????make)'
'763','igafd07','???????_??(????????uniqe)'
'764','igafa13','Accretia_etc_Arm(Accretia_Launcher_TypeA)'
'765','igafb04','Intense_Accretia(ETC)_Arm(Accretia_Launcher_TypeB)'
'766','igafc07','???????_??(????????make)'
'767','igafd07','???????_??(????????uniqe)'
'768','igafa16','Basic_Simetry_Arm(Accretia_Launcher_TypeA)'
'769','igafb16','Intense_Basic_Simetry_Arm(Accretia_Launcher_TypeB)'
'770','igafc16','Basic_Simetry_Arm(Accretia_Launcher_TypeC)'
'771','igafd16','Basic_Simetry_Arm(Accretia_Launcher_TypeD)'
'772','igafa19','Normal_Simetry_Arm(Accretia_Launcher_TypeA)'
'773','igafb19','Intense_Normal_Simetry_Arm(Accretia_Launcher_TypeB)'
'774','igafc19','Normal_Simetry_Arm(Accretia_Launcher_TypeC)'
'775','igafd19','Normal_Simetry_Arm(Accretia_Launcher_TypeD)'
'776','igafa21','Basic_Redeemer_Arm(Accretia_Launcher_TypeA)'
'777','igafb21','Intense_Basic_Redeemer_Arm(Accretia_Launcher_TypeB)'
'778','igafc21','Basic_Redeemer_Arm(Accretia_Launcher_TypeC)'
'779','igafd21','Basic_Redeemer_Arm(Accretia_Launcher_TypeD)'
'780','igafa23','Normal_Redeemer_Arm(Accretia_Launcher_TypeA)'
'781','igafb23','Intense_Normal_Redeemer_Arm(Accretia_Launcher_TypeB)'
'782','igafc23','Normal_Redeemer_Arm(Accretia_Launcher_TypeC)'
'783','igafd23','Normal_Redeemer_Arm(Accretia_Launcher_TypeD)'
'784','igafa25','Basic_Roburite_Arm(Accretia_Launcher_TypeA)'
'785','igafb25','Intense_Basic_Roburite_Arm(Accretia_Launcher_TypeB)'
