'0','ihdbf01','Default_Bellato_Male_Helmet1'
'392','ihcwa39','Odinz_Ra_HeadGear(Cora_Warrior_TypeA)'
'393','ihcwb39','Intense_Odinz_Ra_HeadGear(Cora_Warrior_TypeB)'
'394','ihcwc39','Odinz_Ra_HeadGear(Cora_Warrior_TypeC)'
'395','ihcwd39','Odinz_Ra_HeadGear(Cora_Warrior_TypeD)'
'396','ihcwa41','Odinz_FullHelm(Cora_Warrior_TypeA)'
'397','ihcwb41','Intense_Odinz_FullHelm(Cora_Warrior_TypeB)'
'398','ihcwc40','Normal_Uniform_Headgear<GuildMasterOnly>'
'399','ihcwd40','Normal_Uniform_Headgear<ArchonOnly>'
'400','ihcwa43','Rogue_FullHelm(Cora_Warrior_TypeA)'
'401','ihcwb43','Intense_Rogue_FullHelm(Cora_Warrior_TypeB)'
'402','ihcwc43','Rogue_FullHelm(Cora_Warrior_TypeC)'
'403','ihcwd43','Rogue_FullHelm(Cora_Warrior_TypeD)'
'404','ihcwa45','Large_Rogue_FullHelm(Cora_Warrior_TypeA)'
'405','ihcwb45','Intense_Large_Rogue_FullHelm(Cora_Warrior_TypeB)'
'406','ihcwc45','Symbol_of_Leader_FullHelm'
'407','ihcwd45','Representative_of_Decem_FullHelm'
'408','ihcwa47','JMHora_FullHelm(Cora_Warrior_TypeA)'
'409','ihcwb47','Intense_JMHora_FullHelm(Cora_Warrior_TypeB)'
'410','ihcwc47','JMHora_FullHelm(Cora_Warrior_TypeC)'
'411','ihcwd47','JMHora_FullHelm(Cora_Warrior_TypeD)'
'412','ihcwa50','Bone_FullHelm(Cora_Warrior_TypeA)'
'413','ihcwb50','Intense_Bone_FullHelm(Cora_Warrior_TypeB)'
'414','ihcwc50','KnightWalker_FaceGuard<M-type>'
'415','ihcwd50','Bone_FullHelm(Cora_Warrior_TypeD)'
'416','ihcra04','Light_Training_Shift_None(Cora_Ranger_TypeA)'
'417','ihcrb04','Intense_Light_Training_Shift_None(Cora_Ranger_TypeB)'
'418','ihcrc04','Light_Training_Shift_None(Cora_Ranger_TypeC)'
'419','ihcrd04','Light_Training_Shift_None(Cora_Ranger_TypeD)'
'420','ihcra07','Shift_None(Cora_Ranger_TypeA)'
'421','ihcrb07','Intense_Shift_None(Cora_Ranger_TypeB)'
'422','ihcrc07','Shift_None(Cora_Ranger_TypeC)'
'423','ihcrd07','Shift_None(Cora_Ranger_TypeD)'
'424','ihcra10','Luxury_Shift_None(Cora_Ranger_TypeA)'
'425','ihcrb10','Intense_Luxury_Shift_None(Cora_Ranger_TypeB)'
'426','ihcrc10','Luxury_Shift_None(Cora_Ranger_TypeC)'
'427','ihcrd10','Luxury_Shift_None(Cora_Ranger_TypeD)'
'428','ihcra13','Raiment_Cap(Cora_Ranger_TypeA)'
'429','ihcrb13','Intense_Raiment_Cap(Cora_Ranger_TypeB)'
'430','ihcrc13','Raiment_Cap(Cora_Ranger_TypeC)'
'431','ihcrd13','Raiment_Cap(Cora_Ranger_TypeD)'
'432','ihcra16','Hora_Ranger_Cap(Cora_Ranger_TypeA)'
'433','ihcrb16','Intense_Hora_Ranger_Cap(Cora_Ranger_TypeB)'
'434','ihcrc16','Hora_Ranger_Cap(Cora_Ranger_TypeC)'
'435','ihcrd16','Hora_Ranger_Cap(Cora_Ranger_TypeD)'
'436','ihcra19','Clout_Cap(Cora_Ranger_TypeA)'
'437','ihcrb19','Intense_Clout_Cap(Cora_Ranger_TypeB)'
'438','ihcrc19','Clout_Cap(Cora_Ranger_TypeC)'
'439','ihcrd19','Clout_Cap(Cora_Ranger_TypeD)'
'440','ihcra21','Ether_Clout_Cap(Cora_Ranger_TypeA)'
'441','ihcrb21','Intense_Ether_Clout_Cap(Cora_Ranger_TypeB)'
'442','ihcrc21','Ether_Clout_Cap(Cora_Ranger_TypeC)'
'443','ihcrd21','Ether_Clout_Cap(Cora_Ranger_TypeD)'
'444','ihcra23','Rust_Iron_Cap(Cora_Ranger_TypeA)'
'445','ihcrb23','Intense_Rust_Iron_Cap(Cora_Ranger_TypeB)'
'446','ihcrc23','Rust_Iron_Cap(Cora_Ranger_TypeC)'
'447','ihcrd23','Rust_Iron_Cap(Cora_Ranger_TypeD)'
'448','ihcra25','Iron_Cap(Cora_Ranger_TypeA)'
'449','ihcrb25','Intense_Iron_Cap(Cora_Ranger_TypeB)'
'450','ihcrc25','Iron_Cap(Cora_Ranger_TypeC)'
'451','ihcrd25','Iron_Cap(Cora_Ranger_TypeD)'
'452','ihcra27','Rust_Ager_Cap(Cora_Ranger_TypeA)'
'453','ihcrb27','Intense_Rust_Ager_Cap(Cora_Ranger_TypeB)'
'454','ihcrc27','Rust_Ager_Cap(Cora_Ranger_TypeC)'
'455','ihcrd27','Rust_Ager_Cap(Cora_Ranger_TypeD)'
'456','ihcra29','Ager_Cap(Cora_Ranger_TypeA)'
'457','ihcrb29','Intense_Ager_Cap(Cora_Ranger_TypeB)'
'458','ihcrc29','Ager_Cap(Cora_Ranger_TypeC)'
'459','ihcrd29','Ager_Cap(Cora_Ranger_TypeD)'
'460','ihcra31','Redeemer_HeadGear(Cora_Ranger_TypeA)'
'461','ihcrb31','Intense_Redeemer_HeadGear(Cora_Ranger_TypeB)'
'462','ihcrc31','Redeemer_HeadGear(Cora_Ranger_TypeC)'
'463','ihcrd31','Redeemer_HeadGear(Cora_Ranger_TypeD)'
'464','ihcra33','Redeemer_Mine_HeadGear(Cora_Ranger_TypeA)'
'465','ihcrb33','Intense_Redeemer_Mine_HeadGear(Cora_Ranger_TypeB)'
'466','ihcrc33','Redeemer_Mine_HeadGear(Cora_Ranger_TypeC)'
'467','ihcrd33','Redeemer_Mine_HeadGear(Cora_Ranger_TypeD)'
'468','ihcra35','Crude_Hazard_HeadGear(Cora_Ranger_TypeA)'
'469','ihcrb35','Intense_Crude_Hazard_HeadGear(Cora_Ranger_TypeB)'
'470','ihcrc35','Crude_Hazard_HeadGear(Cora_Ranger_TypeC)'
'471','ihcrd35','Crude_Hazard_HeadGear(Cora_Ranger_TypeD)'
'472','ihcra37','Hazard_HeadGear(Cora_Ranger_TypeA)'
'473','ihcrb37','Intense_Hazard_HeadGear(Cora_Ranger_TypeB)'
'474','ihcrc37','Hazard_HeadGear(Cora_Ranger_TypeC)'
'475','ihcrd37','Hazard_HeadGear(Cora_Ranger_TypeD)'
'476','ihcra39','Limit_Glow_HeadGear(Cora_Ranger_TypeA)'
'477','ihcrb39','Intense_Limit_Glow_HeadGear(Cora_Ranger_TypeB)'
'478','ihcrc39','Limit_Glow_HeadGear(Cora_Ranger_TypeC)'
'479','ihcrd39','Limit_Glow_HeadGear(Cora_Ranger_TypeD)'
'480','ihcra41','Glow_HeadGear(Cora_Ranger_TypeA)'
'481','ihcrb41','Intense_Glow_HeadGear(Cora_Ranger_TypeB)'
'482','ihcrc41','Glow_HeadGear(Cora_Ranger_TypeC)'
'483','ihcrd41','Glow_HeadGear(Cora_Ranger_TypeD)'
'484','ihcra43','Velocity_HeadGear(Cora_Ranger_TypeA)'
'485','ihcrb43','Intense_Velocity_HeadGear(Cora_Ranger_TypeB)'
'486','ihcrc43','Velocity_HeadGear(Cora_Ranger_TypeC)'
'487','ihcrd43','Velocity_HeadGear(Cora_Ranger_TypeD)'
'488','ihcra45','Top_Velocity_HeadGear(Cora_Ranger_TypeA)'
'489','ihcrb45','Intense_Top_Velocity_HeadGear(Cora_Ranger_TypeB)'
'490','ihcrc45','Top_Velocity_HeadGear(Cora_Ranger_TypeC)'
'491','ihcrd45','Representative_of_Decem_HeadGear(Cora_Ranger_TypeD)'
'492','ihcra47','Ranger_HeadGear(Cora_Ranger_TypeA)'
'493','ihcrb47','Intense_Ranger_HeadGear(Cora_Ranger_TypeB)'
'494','ihcrc47','Ranger_HeadGear(Cora_Ranger_TypeC)'
'495','ihcrd47','Ranger_HeadGear(Cora_Ranger_TypeD)'
'496','ihcra50','Azl_Raiment_HeadGear(Cora_Ranger_TypeA)'
'497','ihcrb50','Intense_Azl_Raiment_HeadGear(Cora_Ranger_TypeB)'
'498','ihcrc50','KnightWalker_FaceGuard<R-type>'
'499','ihcrd50','Azl_Raiment_HeadGear(Cora_Ranger_TypeD)'
'500','ihcfa04','Normal_Training_Schmitt_None(Cora_Force_TypeA)'
'501','ihcfb04','Intense_Normal_Training_Schmitt_None(Cora_Force_TypeB)'
'502','ihcfc04','Normal_Training_Schmitt_None(Cora_Force_TypeC)'
'503','ihcfd04','Normal_Training_Schmitt_None(Cora_Force_TypeD)'
'504','ihcfa07','Schmitt_None(Cora_Force_TypeA)'
'505','ihcfb07','Intense_Schmitt_None(Cora_Force_TypeB)'
'506','ihcfc07','Schmitt_None(Cora_Force_TypeC)'
'507','ihcfd07','Schmitt_None(Cora_Force_TypeD)'
'508','ihcfa10','Senior_Schmitt_None(Cora_Force_TypeA)'
'509','ihcfb10','Intense_Senior_Schmitt_None(Cora_Force_TypeB)'
'510','ihcfc10','Senior_Schmitt_None(Cora_Force_TypeC)'
'511','ihcfd10','Senior_Schmitt_None(Cora_Force_TypeD)'
'512','ihcfa13','Banel_Stuff_Cap(Cora_Force_TypeA)'
'513','ihcfb13','Intense_Banel_Stuff_Cap(Cora_Force_TypeB)'
'514','ihcfc13','Banel_Stuff_Cap(Cora_Force_TypeC)'
'515','ihcfd13','Banel_Stuff_Cap(Cora_Force_TypeD)'
'516','ihcfa16','Stuff_Cap(Cora_Force_TypeA)'
'517','ihcfb16','Intense_Stuff_Cap(Cora_Force_TypeB)'
'518','ihcfc16','Stuff_Cap(Cora_Force_TypeC)'
'519','ihcfd16','Stuff_Cap(Cora_Force_TypeD)'
'520','ihcfa19','Hard_Leather_Cap(Cora_Force_TypeA)'
'521','ihcfb19','Intense_Hard_Leather_Cap(Cora_Force_TypeB)'
'522','ihcfc19','Hard_Leather_Cap(Cora_Force_TypeC)'
'523','ihcfd19','Hard_Leather_Cap(Cora_Force_TypeD)'
'524','ihcfa21','Leather_Cap(Cora_Force_TypeA)'
'525','ihcfb21','Intense_Leather_Cap(Cora_Force_TypeB)'
'526','ihcfc21','Leather_Cap(Cora_Force_TypeC)'
'527','ihcfd21','Leather_Cap(Cora_Force_TypeD)'
'528','ihcfa23','Mage_Polished_Cap(Cora_Force_TypeA)'
'529','ihcfb23','Intense_Mage_Polished_Cap(Cora_Force_TypeB)'
'530','ihcfc23','Mage_Polished_Cap(Cora_Force_TypeC)'
'531','ihcfd23','Mage_Polished_Cap(Cora_Force_TypeD)'
'532','ihcfa25','Polished_Cap(Cora_Force_TypeA)'
'533','ihcfb25','Intense_Polished_Cap(Cora_Force_TypeB)'
'534','ihcfc25','Polished_Cap(Cora_Force_TypeC)'
'535','ihcfd25','Polished_Cap(Cora_Force_TypeD)'
'536','ihcfa27','Simple_Ancient_Cap(Cora_Force_TypeA)'
'537','ihcfb27','Intense_Simple_Ancient_Cap(Cora_Force_TypeB)'
'538','ihcfc27','Simple_Ancient_Cap(Cora_Force_TypeC)'
'539','ihcfd27','Simple_Ancient_Cap(Cora_Force_TypeD)'
'540','ihcfa29','Ancient_Cap(Cora_Force_TypeA)'
'541','ihcfb29','Intense_Ancient_Cap(Cora_Force_TypeB)'
'542','ihcfc29','Ancient_Cap(Cora_Force_TypeC)'
'543','ihcfd29','Ancient_Cap(Cora_Force_TypeD)'
'544','ihcfa31','Banel_Throw_HeadTie(Cora_Force_TypeA)'
'545','ihcfb31','Intense_Banel_Throw_HeadTie(Cora_Force_TypeB)'
'546','ihcfc31','Banel_Throw_HeadTie(Cora_Force_TypeC)'
'547','ihcfd31','Banel_Throw_HeadTie(Cora_Force_TypeD)'
'548','ihcfa33','Hora_HeadTie(Cora_Force_TypeA)'
'549','ihcfb33','Intense_Hora_HeadTie(Cora_Force_TypeB)'
'550','ihcfc33','Hora_HeadTie(Cora_Force_TypeC)'
'551','ihcfd33','Hora_HeadTie(Cora_Force_TypeD)'
'552','ihcfa35','Middle_Sabbat_HeadTie(Cora_Force_TypeA)'
'553','ihcfb35','Intense_Middle_Sabbat_HeadTie(Cora_Force_TypeB)'
'554','ihcfc35','Middle_Sabbat_HeadTie(Cora_Force_TypeC)'
'555','ihcfd35','Middle_Sabbat_HeadTie(Cora_Force_TypeD)'
'556','ihcfa37','Sabbat_HeadTie(Cora_Force_TypeA)'
'557','ihcfb37','Intense_Sabbat_HeadTie(Cora_Force_TypeB)'
'558','ihcfc37','Sabbat_HeadTie(Cora_Force_TypeC)'
'559','ihcfd37','Sabbat_HeadTie(Cora_Force_TypeD)'
'560','ihcfa39','Force_HeadTie(Cora_Force_TypeA)'
'561','ihcfb39','Intense_Force_HeadTie(Cora_Force_TypeB)'
'562','ihcfc39','Force_HeadTie(Cora_Force_TypeC)'
'563','ihcfd39','Force_HeadTie(Cora_Force_TypeD)'
'564','ihcfa41','Itaco_Amice(Cora_Force_TypeA)'
'565','ihcfb41','Intense_Itaco_Amice(Cora_Force_TypeB)'
'566','ihcfc41','Itaco_Amice(Cora_Force_TypeC)'
'567','ihcfd41','Itaco_Amice(Cora_Force_TypeD)'
'568','ihcfa43','Shaman_Amice(Cora_Force_TypeA)'
'569','ihcfb43','Intense_Shaman_Amice(Cora_Force_TypeB)'
'570','ihcfc43','Shaman_Amice(Cora_Force_TypeC)'
'571','ihcfd43','Shaman_Amice(Cora_Force_TypeD)'
'572','ihcfa45','Elixir_Amice(Cora_Force_TypeA)'
'573','ihcfb45','Intense_Elixir_Amice(Cora_Force_TypeB)'
'574','ihcfc45','Terik_Amice(Cora_Force_TypeC)'
'575','ihcfd45','Representative_of_Decem_Amice(Cora_Force_TypeD)'
'576','ihcfa47','DECEM_Amice(Cora_Force_TypeA)'
'577','ihcfb47','Intense_DECEM_Amice(Cora_Force_TypeB)'
'578','ihcfc47','DECEM_Amice(Cora_Force_TypeC)'
'579','ihcfd47','DECEM_Amice(Cora_Force_TypeD)'
'580','ihcfa50','Dru_Amice(Cora_Force_TypeA)'
'581','ihcfb50','Intense_Dru_Amice(Cora_Force_TypeB)'
'582','ihcfc50','KnightWalker_FaceGuard<F-type>'
'583','ihcfd50','Dru_Amice(Cora_Force_TypeD)'
'584','ihawa04','Training_Head(Accretia_Warrior_TypeA)'
'585','ihawb04','Intense_Training_Head(Accretia_Warrior_TypeB)'
'586','ihawc04','Training_Head(Accretia_Warrior_TypeC)'
'587','ihawd04','Training_Head(Accretia_Warrior_TypeD)'
'588','ihawa07','Basic_Head(Accretia_Warrior_TypeA)'
'589','ihawb07','Intense_Basic_Head(Accretia_Warrior_TypeB)'
'590','ihawc07','Basic_Head(Accretia_Warrior_TypeC)'
'591','ihawd07','Basic_Head(Accretia_Warrior_TypeD)'
'592','ihawa10','Light_Head(Accretia_Warrior_TypeA)'
'593','ihawb10','Intense_Light_Head(Accretia_Warrior_TypeB)'
'594','ihawc10','Light_Head(Accretia_Warrior_TypeC)'
'595','ihawd10','Light_Head(Accretia_Warrior_TypeD)'
'596','ihawa13','Normal_Basic_Head(Accretia_Warrior_TypeA)'
'597','ihawb13','Intense_Normal_Basic_Head(Accretia_Warrior_TypeB)'
'598','ihawc13','Normal_Basic_Head(Accretia_Warrior_TypeC)'
'599','ihawd13','Normal_Basic_Head(Accretia_Warrior_TypeD)'
'600','ihawa16','Normal_Head(Accretia_Warrior_TypeA)'
'601','ihawb16','Intense_Normal_Head(Accretia_Warrior_TypeB)'
'602','ihawc16','Normal_Head(Accretia_Warrior_TypeC)'
'603','ihawd16','Normal_Head(Accretia_Warrior_TypeD)'
'604','ihawa19','Heavy_Head(Accretia_Warrior_TypeA)'
'605','ihawb19','Intense_Heavy_Head(Accretia_Warrior_TypeB)'
'606','ihawc19','Heavy_Head(Accretia_Warrior_TypeC)'
'607','ihawd19','Heavy_Head(Accretia_Warrior_TypeD)'
'608','ihawa21','Chief_Heavy_Head(Accretia_Warrior_TypeA)'
'609','ihawb21','Intense_Chief_Heavy_Head(Accretia_Warrior_TypeB)'
'610','ihawc21','Chief_Heavy_Head(Accretia_Warrior_TypeC)'
'611','ihawd21','Chief_Heavy_Head(Accretia_Warrior_TypeD)'
'612','ihawa23','Steel_Tube_Head(Accretia_Warrior_TypeA)'
'613','ihawb23','Intense_Steel_Tube_Head(Accretia_Warrior_TypeB)'
'614','ihawc23','Steel_Tube_Head(Accretia_Warrior_TypeC)'
'615','ihawd23','Steel_Tube_Head(Accretia_Warrior_TypeD)'
'616','ihawa25','Double_SteelTube_Head(Accretia_Warrior_TypeA)'
'617','ihawb25','Intense_Double_SteelTube_Head(Accretia_Warrior_TypeB)'
'618','ihawc25','Double_SteelTube_Head(Accretia_Warrior_TypeC)'
'619','ihawd25','Double_SteelTube_Head(Accretia_Warrior_TypeD)'
'620','ihawa27','Metal_Head(Accretia_Warrior_TypeA)'
'621','ihawb27','Intense_Metal_Head(Accretia_Warrior_TypeB)'
'622','ihawc27','Metal_Head(Accretia_Warrior_TypeC)'
'623','ihawd27','Metal_Head(Accretia_Warrior_TypeD)'
'624','ihawa29','HQMetal_Head(Accretia_Warrior_TypeA)'
'625','ihawb29','Intense_HQMetal_Head(Accretia_Warrior_TypeB)'
'626','ihawc29','HQMetal_Head(Accretia_Warrior_TypeC)'
'627','ihawd29','HQMetal_Head(Accretia_Warrior_TypeD)'
'628','ihawa31','Low_Burn_Head(Accretia_Warrior_TypeA)'
'629','ihawb31','Intense_Low_Burn_Head(Accretia_Warrior_TypeB)'
'630','ihawc31','Low_Burn_Head(Accretia_Warrior_TypeC)'
'631','ihawd31','Low_Burn_Head(Accretia_Warrior_TypeD)'
'632','ihawa33','Burn_Head(Accretia_Warrior_TypeA)'
'633','ihawb33','Intense_Burn_Head(Accretia_Warrior_TypeB)'
'634','ihawc33','Burn_Head(Accretia_Warrior_TypeC)'
'635','ihawd33','Burn_Head(Accretia_Warrior_TypeD)'
'636','ihawa35','Beam_Head(Accretia_Warrior_TypeA)'
'637','ihawb35','Intense_Beam_Head(Accretia_Warrior_TypeB)'
'638','ihawc35','Beam_Head(Accretia_Warrior_TypeC)'
'639','ihawd35','Beam_Head(Accretia_Warrior_TypeD)'
'640','ihawa37','Hora_Power_Head(Accretia_Warrior_TypeA)'
'641','ihawb37','Intense_Hora_Power_Head(Accretia_Warrior_TypeB)'
'642','ihawc37','Hora_Power_Head(Accretia_Warrior_TypeC)'
'643','ihawd37','Hora_Power_Head(Accretia_Warrior_TypeD)'
'644','ihawa39','Silver_Head(Accretia_Warrior_TypeA)'
'645','ihawb39','Intense_Silver_Head(Accretia_Warrior_TypeB)'
'646','ihawc39','Silver_Head(Accretia_Warrior_TypeC)'
'647','ihawd39','Silver_Head(Accretia_Warrior_TypeD)'
'648','ihawa41','Hora_Head(Accretia_Warrior_TypeA)'
'649','ihawb41','Intense_Hora_Head(Accretia_Warrior_TypeB)'
'650','ihawc40','Normal_Uniform_Head<GuildMasterOnly>'
'651','ihawd40','Normal_Uniform_Head<ArchonOnly>'
'652','ihawa43','Alloy_Head(Accretia_Warrior_TypeA)'
'653','ihawb43','Intense_Alloy_Head(Accretia_Warrior_TypeB)'
'654','ihawc43','Alloy_Head(Accretia_Warrior_TypeC)'
'655','ihawd43','Alloy_Head(Accretia_Warrior_TypeD)'
'656','ihawa45','Top_Alloy_Head(Accretia_Warrior_TypeA)'
'657','ihawb45','Intense_Top_Alloy_Head(Accretia_Warrior_TypeB)'
'658','ihawc45','Symbol_of_Leader_Head'
'659','ihawd45','Voice_of_Empire_Head'
'660','ihawa47','PowerSuit_Head(Accretia_Warrior_TypeA)'
'661','ihawb47','Intense_PowerSuit_Head(Accretia_Warrior_TypeB)'
'662','ihawc47','PowerSuit_Head(Accretia_Warrior_TypeC)'
'663','ihawd47','PowerSuit_Head(Accretia_Warrior_TypeD)'
'664','ihawa50','Temple_Beam_Head(Accretia_Warrior_TypeA)'
'665','ihawb50','Intense_Temple_Beam_Head(Accretia_Warrior_TypeB)'
'666','ihawc50','Didalos_Tactical_Head<M-type>'
'667','ihawd50','Temple_Beam_Head(Accretia_Warrior_TypeD)'
'668','ihara04','Light_Training_Head(Accretia_Ranger_TypeA)'
'669','iharb04','Intense_Light_Training_Head(Accretia_Ranger_TypeB)'
'670','iharc04','Light_Training_Head(Accretia_Ranger_TypeC)'
'671','ihard04','Light_Training_Head(Accretia_Ranger_TypeD)'
'672','ihara07','Chip_Head(Accretia_Ranger_TypeA)'
'673','iharb07','Intense_Chip_Head(Accretia_Ranger_TypeB)'
'674','iharc07','Chip_Head(Accretia_Ranger_TypeC)'
'675','ihard07','Chip_Head(Accretia_Ranger_TypeD)'
'676','ihara10','Piece_Head(Accretia_Ranger_TypeA)'
'677','iharb10','Intense_Piece_Head(Accretia_Ranger_TypeB)'
'678','iharc10','Piece_Head(Accretia_Ranger_TypeC)'
'679','ihard10','Piece_Head(Accretia_Ranger_TypeD)'
'680','ihara13','Basic_Piece_Head(Accretia_Ranger_TypeA)'
'681','iharb13','Intense_Basic_Piece_Head(Accretia_Ranger_TypeB)'
'682','iharc13','Basic_Piece_Head(Accretia_Ranger_TypeC)'
'683','ihard13','Basic_Piece_Head(Accretia_Ranger_TypeD)'
'684','ihara16','Normal_Piece_Head(Accretia_Ranger_TypeA)'
'685','iharb16','Intense_Normal_Piece_Head(Accretia_Ranger_TypeB)'
'686','iharc16','Normal_Piece_Head(Accretia_Ranger_TypeC)'
'687','ihard16','Normal_Piece_Head(Accretia_Ranger_TypeD)'
'688','ihara19','Heavy_Piece_Head(Accretia_Ranger_TypeA)'
'689','iharb19','Intense_Heavy_Piece_Head(Accretia_Ranger_TypeB)'
'690','iharc19','Heavy_Piece_Head(Accretia_Ranger_TypeC)'
'691','ihard19','Heavy_Piece_Head(Accretia_Ranger_TypeD)'
'692','ihara21','Luxury_HeavyPiece_Head(Accretia_Ranger_TypeA)'
'693','iharb21','Intense_Luxury_HeavyPiece_Head(Accretia_Ranger_TypeB)'
'694','iharc21','Luxury_HeavyPiece_Head(Accretia_Ranger_TypeC)'
'695','ihard21','Luxury_HeavyPiece_Head(Accretia_Ranger_TypeD)'
'696','ihara23','Light_Pliant_Head(Accretia_Ranger_TypeA)'
'697','iharb23','Intense_Light_Pliant_Head(Accretia_Ranger_TypeB)'
'698','iharc23','Light_Pliant_Head(Accretia_Ranger_TypeC)'
'699','ihard23','Light_Pliant_Head(Accretia_Ranger_TypeD)'
'700','ihara25','Pliant_Head(Accretia_Ranger_TypeA)'
'701','iharb25','Intense_Pliant_Head(Accretia_Ranger_TypeB)'
'702','iharc25','Pliant_Head(Accretia_Ranger_TypeC)'
'703','ihard25','Pliant_Head(Accretia_Ranger_TypeD)'
'704','ihara27','Rust_Solid_Head(Accretia_Ranger_TypeA)'
'705','iharb27','Intense_Rust_Solid_Head(Accretia_Ranger_TypeB)'
'706','iharc27','Rust_Solid_Head(Accretia_Ranger_TypeC)'
'707','ihard27','Rust_Solid_Head(Accretia_Ranger_TypeD)'
'708','ihara29','Solid_Metal_Head(Accretia_Ranger_TypeA)'
'709','iharb29','Intense_Solid_Metal_Head(Accretia_Ranger_TypeB)'
'710','iharc29','Solid_Metal_Head(Accretia_Ranger_TypeC)'
'711','ihard29','Solid_Metal_Head(Accretia_Ranger_TypeD)'
'712','ihara31','Crude_Hue_Head(Accretia_Ranger_TypeA)'
'713','iharb31','Intense_Crude_Hue_Head(Accretia_Ranger_TypeB)'
'714','iharc31','Crude_Hue_Head(Accretia_Ranger_TypeC)'
'715','ihard31','Crude_Hue_Head(Accretia_Ranger_TypeD)'
'716','ihara33','Hue_Head(Accretia_Ranger_TypeA)'
'717','iharb33','Intense_Hue_Head(Accretia_Ranger_TypeB)'
'718','iharc33','Hue_Head(Accretia_Ranger_TypeC)'
'719','ihard33','Hue_Head(Accretia_Ranger_TypeD)'
'720','ihara35','Single_Press_Head(Accretia_Ranger_TypeA)'
'721','iharb35','Intense_Single_Press_Head(Accretia_Ranger_TypeB)'
'722','iharc35','Single_Press_Head(Accretia_Ranger_TypeC)'
'723','ihard35','Single_Press_Head(Accretia_Ranger_TypeD)'
'724','ihara37','Double_Press_Head(Accretia_Ranger_TypeA)'
'725','iharb37','Intense_Double_Press_Head(Accretia_Ranger_TypeB)'
'726','iharc37','Double_Press_Head(Accretia_Ranger_TypeC)'
'727','ihard37','Double_Press_Head(Accretia_Ranger_TypeD)'
'728','ihara39','Per_Head(Accretia_Ranger_TypeA)'
'729','iharb39','Intense_Per_Head(Accretia_Ranger_TypeB)'
'730','iharc39','Per_Head(Accretia_Ranger_TypeC)'
'731','ihard39','Per_Head(Accretia_Ranger_TypeD)'
'732','ihara41','Hora_PowerPiece_Head(Accretia_Ranger_TypeA)'
'733','iharb41','Intense_Hora_PowerPiece_Head(Accretia_Ranger_TypeB)'
'734','iharc41','Hora_PowerPiece_Head(Accretia_Ranger_TypeC)'
'735','ihard41','Hora_PowerPiece_Head(Accretia_Ranger_TypeD)'
'736','ihara43','Normal_Vacuum_Head(Accretia_Ranger_TypeA)'
'737','iharb43','Intense_Normal_Vacuum_Head(Accretia_Ranger_TypeB)'
'738','iharc43','Normal_Vacuum_Head(Accretia_Ranger_TypeC)'
'739','ihard43','Normal_Vacuum_Head(Accretia_Ranger_TypeD)'
'740','ihara45','Vacuum_Head(Accretia_Ranger_TypeA)'
'741','iharb45','Intense_Vacuum_Head(Accretia_Ranger_TypeB)'
'742','iharc45','Vacuum_Head(Accretia_Ranger_TypeC)'
'743','ihard45','Voice_of_Empire_Head(Accretia_Ranger_TypeD)'
'744','ihara47','Hora_Piece_Head(Accretia_Ranger_TypeA)'
'745','iharb47','Intense_Hora_Piece_Head(Accretia_Ranger_TypeB)'
'746','iharc47','Hora_Piece_Head(Accretia_Ranger_TypeC)'
'747','ihard47','Hora_Piece_Head(Accretia_Ranger_TypeD)'
'748','ihara50','Metal_Fur_Head(Accretia_Ranger_TypeA)'
'749','iharb50','Intense_Metal_Fur_Head(Accretia_Ranger_TypeB)'
'750','iharc50','Didalos_Tactical_Head<R-type>'
'751','ihard50','Metal_Fur_Head(Accretia_Ranger_TypeD)'
'752','ihafa04','Accretia_etc_Head(Accretia_Launcher_TypeA)'
'753','ihafb04','Intense_Accretia_etc_Head(Accretia_Launcher_TypeB)'
'754','ihafc04','Accretia_Other_Head(Accretia_Launcher_Type_make)'
'755','ihafd04','Accretia_Other_Head(Accretia_Launcher_Type_uniqe)'
'756','ihafa07','Accretia_Other_Head(Accretia_Launcher_Type_normal)'
'757','ihafb04','Intense_Accretia_Other_Head(Accretia_Launcher_TypeB)'
'758','ihafc07','Accretia_Other_Head(Accretia_Launcher_Type_make)'
'759','ihafd07','Accretia_Other_Head(Accretia_Launcher_Type_uniqe)'
'760','ihafa10','Accretia_Other_Head(Accretia_Launcher_Type_normal)'
'761','ihafb04','Intense_Accretia_Other_Head(Accretia_Launcher_TypeB)'
'762','ihafc07','Accretia_Other_Head(Accretia_Launcher_Type_make)'
'763','ihafd07','Accretia_Other_Head(Accretia_Launcher_Type_uniqe)'
'764','ihafa13','Accretia_etc_Head(Accretia_Launcher_TypeA)'
'765','ihafb04','Intense_Accretia_Other_Head(Accretia_Launcher_TypeB)'
'766','ihafc07','Accretia_Other_Head(Accretia_Launcher_Type_make)'
'767','ihafd07','Accretia_Other_Head(Accretia_Launcher_Type_uniqe)'
'768','ihafa16','Basic_Simetry_Head(Accretia_Launcher_TypeA)'
'769','ihafb16','Intense_Basic_Simetry_Head(Accretia_Launcher_TypeB)'
'770','ihafc16','Basic_Simetry_Head(Accretia_Launcher_TypeC)'
'771','ihafd16','Basic_Simetry_Head(Accretia_Launcher_TypeD)'
'772','ihafa19','Normal_Simetry_Head(Accretia_Launcher_TypeA)'
'773','ihafb19','Intense_Normal_Simetry_Head(Accretia_Launcher_TypeB)'
