'0','iwkna01','Dagger(A)'
'685','iwmab22','Intense_War_Piker(B)'
'686','iwmac22','War_Piker(C)'
'687','iwmad22','War_Piker(D)'
'688','iwmaa23','Mace23(A)'
'689','iwmab23','Intense_Mace23(B)'
'690','iwmac23','Mace23(C)'
'691','iwmad23','Mace23(D)'
'692','iwmaa24','Mace24(A)'
'693','iwmab24','Intense_Mace24(B)'
'694','iwmac24','Mace24(C)'
'695','iwmad24','Mace24(D)'
'696','iwmaa25','War_Hammer(A)'
'697','iwmab25','Intense_War_Hammer(B)'
'698','iwmac25','War_Hammer(C)'
'699','iwmad25','War_Hammer(D)'
'700','iwmaa26','Mace26(A)'
'701','iwmab26','Intense_Mace26(B)'
'702','iwmac26','Mace26(C)'
'703','iwmad26','Mace26(D)'
'704','iwmaa27','Mace27(A)'
'705','iwmab27','Intense_Mace27(B)'
'706','iwmac27','Mace27(C)'
'707','iwmad27','Mace27(D)'
'708','iwmaa28','Iron_Hammer(A)'
'709','iwmab28','Intense_Iron_Hammer(B)'
'710','iwmac28','Iron_Hammer(C)'
'711','iwmad28','Iron_Hammer(D)'
'712','iwmaa29','Mace29(A)'
'713','iwmab29','Intense_Mace29(B)'
'714','iwmac29','Mace29(C)'
'715','iwmad29','Mace29(D)'
'716','iwmaa30','Beam_Hammer(A)'
'717','iwmab30','Intense_Beam_Hammer(B)'
'718','iwmac30','Beam_Hammer(C)'
'719','iwmad30','Beam_Hammer(D)'
'720','iwmaa31','Mace31(A)'
'721','iwmab31','Intense_Mace31(B)'
'722','iwmac31','Mace31(C)'
'723','iwmad31','Mace31(D)'
'724','iwmaa32','Mace32(A)'
'725','iwmab32','Intense_Mace32(B)'
'726','iwmac32','Mace32(C)'
'727','iwmad32','Mace32(D)'
'728','iwmaa33','Mace33(A)'
'729','iwmab33','Intense_Mace33(B)'
'730','iwmac33','Mace33(C)'
'731','iwmad33','Mace33(D)'
'732','iwmaa34','Mace34(A)'
'733','iwmab34','Intense_Mace34(B)'
'734','iwmac34','Mace34(C)'
'735','iwmad34','Mace34(D)'
'736','iwmaa35','Great_Maul(A)'
'737','iwmab35','Intense_Great_Maul(B)'
'738','iwmac35','Great_Maul(C)'
'739','iwmad35','Great_Maul(D)'
'740','iwmaa36','Mace36(A)'
'741','iwmab36','Intense_Mace36(B)'
'742','iwmac36','Mace36(C)'
'743','iwmad36','Mace36(D)'
'744','iwmaa37','Mace37(A)'
'745','iwmab37','Intense_Mace37(B)'
'746','iwmac37','Mace37(C)'
'747','iwmad37','Mace37(D)'
'748','iwmaa38','Mace38(A)'
'749','iwmab38','Intense_Mace38(B)'
'750','iwmac38','Mace38(C)'
'751','iwmad38','Mace38(D)'
'752','iwmaa39','Mace39(A)'
'753','iwmab39','Intense_Mace39(B)'
'754','iwmac39','Mace39(C)'
'755','iwmad39','Mace39(D)'
'756','iwmaa40','Beam_Great_Hammer(A)'
'757','iwmab40','Intense_Beam_Great_Hammer(B)'
'758','iwmac40','Beam_Great_Hammer(C)'
'759','iwmad40','Beam_Great_Hammer(D)'
'760','iwmaa41','Mace41(A)'
'761','iwmab41','Intense_Mace41(B)'
'762','iwmac41','Mace41(C)'
'763','iwmad41','Mace41(D)'
'764','iwmaa42','Mace42(A)'
'765','iwmab42','Intense_Mace42(B)'
'766','iwmac42','Mace42(C)'
'767','iwmad42','Mace42(D)'
'768','iwmaa43','Mace43(A)'
'769','iwmab43','Intense_Mace43(B)'
'770','iwmac43','Mace43(C)'
'771','iwmad43','Mace43(D)'
'772','iwmaa44','Mace44(A)'
'773','iwmab44','Intense_Mace44(B)'
'774','iwmac44','Mace44(C)'
'775','iwmad44','Mace44(D)'
'776','iwmaa45','Beam_Great_Maul(A)'
'777','iwmab45','Intense_Beam_Great_Maul(B)'
'778','iwmac45','Beam_Great_Maul(C)'
'779','iwmad45','Beam_Great_Maul(D)'
'780','iwmaa46','Mace46(A)'
'781','iwmab46','Intense_Mace46(B)'
'782','iwmac46','Mace46(C)'
'783','iwmad46','Mace46(D)'
'784','iwmaa47','Mace47(A)'
'785','iwmab47','Intense_Mace47(B)'
'786','iwmac47','Mace47(C)'
'787','iwmad47','Mace47(D)'
'788','iwmaa48','Mace48(A)'
'789','iwmab48','Intense_Mace48(B)'
'790','iwmac48','Mace48(C)'
'791','iwmad48','Mace48(D)'
'792','iwmaa49','Mace49(A)'
'793','iwmab49','Intense_Mace49(B)'
'794','iwmac49','Mace49(C)'
'795','iwmad49','Mace49(D)'
'796','iwmaa50','Hora_Hammer(A)'
'797','iwmab50','Intense_Hora_Hammer(B)'
'798','iwmac50','Hora_Hammer(C)'
'799','iwmad50','Hora_Hammer(D)'
'800','iwsta01','Short_Staff(A)'
'801','iwstb01','Intense_Short_Staff(B)'
'802','iwstc01','Short_Staff(C)'
'803','iwstd01','JM_Staff(A)'
'804','iwsta02','Long_Staff(A)'
'805','iwstb02','Intense_Long_Staff(B)'
'806','iwstc02','Long_Staff(C)'
'807','iwstz02','Accelleon(High1)'
'808','iwsta03','Wand(A)'
'809','iwstb03','Intense_Wand(B)'
'810','iwstc03','Wand(C)'
'811','iwstd03','Wand(D)'
'812','iwsta04','Staff4(A)'
'813','iwstb04','Intense_Staff4(B)'
'814','iwstc04','Staff4(C)'
'815','iwstd04','Staff4(D)'
'816','iwsta05','Bead(A)'
'817','iwstb05','Intense_Bead(B)'
'818','iwstc05','Bead(C)'
'819','iwstd05','Bead(D)'
'820','iwsta06','Staff6(A)'
'821','iwstb06','Intense_Staff6(B)'
'822','iwstc06','Staff6(C)'
'823','iwstz06','Sealed_Accelleon(Low1)'
'824','iwsta07','Stick_Bead(A)'
'825','iwstb07','Intense_Stick_Bead(B)'
'826','iwstc07','Stick_Bead(C)'
'827','iwstd07','Stick_Bead(D)'
'828','iwsta08','Staff8(A)'
'829','iwstb08','Intense_Staff8(B)'
'830','iwstc08','Staff8(C)'
'831','iwstd08','Staff8(D)'
'832','iwsta09','Staff9(A)'
'833','iwstb09','Intense_Staff9(B)'
'834','iwstc09','Staff9(C)'
'835','iwstd09','Staff9(D)'
'836','iwsta10','Battle_Staff(A)'
'837','iwstb10','Intense_Battle_Staff(B)'
'838','iwstc10','Battle_Staff(C)'
'839','iwstd10','Battle_Staff(D)'
'840','iwsta11','Staff11(A)'
'841','iwstb11','Intense_Staff11(B)'
'842','iwstc11','Staff11(C)'
'843','iwstd11','Staff11(D)'
'844','iwsta12','Red_Wand(A)'
'845','iwstb12','Intense_Red_Wand(B)'
'846','iwstc12','Red_Wand(C)'
'847','iwstd12','Red_Wand(D)'
'848','iwsta13','Staff13(A)'
'849','iwstb13','Intense_Staff13(B)'
'850','iwstc13','Staff13(C)'
'851','iwstd13','Staff13(D)'
'852','iwsta14','Staff14(A)'
'853','iwstb14','Intense_Staff14(B)'
'854','iwstc14','Staff14(C)'
'855','iwstd14','Staff14(D)'
'856','iwsta15','War_Staff(A)'
'857','iwstb15','Intense_War_Staff(B)'
'858','iwstc15','War_Staff(C)'
'859','iwstd15','War_Staff(D)'
'860','iwsta16','Staff16(A)'
'861','iwstb16','Intense_Staff16(B)'
'862','iwstc16','Staff16(C)'
'863','iwstd16','Staff16(D)'
'864','iwsta17','Staff17(A)'
'865','iwstb17','Intense_Staff17(B)'
'866','iwstc17','Staff17(C)'
'867','iwstd17','Staff17(D)'
'868','iwsta18','War_Wand(A)'
'869','iwstb18','Intense_War_Wand(B)'
'870','iwstc18','War_Wand(C)'
'871','iwstd18','War_Wand(D)'
'872','iwsta19','Staff19(A)'
'873','iwstb19','Intense_Staff19(B)'
'874','iwstc19','Staff19(C)'
'875','iwstd19','Staff19(D)'
'876','iwsta20','Red_Bead(A)'
'877','iwstb20','Intense_Red_Bead(B)'
'878','iwstc20','Red_Bead(C)'
'879','iwstd20','Red_Bead(D)'
'880','iwsta21','Staff21(A)'
'881','iwstb21','Intense_Staff21(B)'
'882','iwstc21','Staff21(C)'
'883','iwstd21','Staff21(D)'
'884','iwsta22','Black_Wand(A)'
'885','iwstb22','Intense_Black_Wand(B)'
'886','iwstc22','Black_Wand(C)'
'887','iwstd22','Black_Wand(D)'
'888','iwsta23','Staff23(A)'
'889','iwstb23','Intense_Staff23(B)'
'890','iwstc23','Staff23(C)'
'891','iwstd23','Staff23(D)'
'892','iwsta24','Staff24(A)'
'893','iwstb24','Intense_Staff24(B)'
'894','iwstc24','Staff24(C)'
'895','iwstd24','Staff24(D)'
'896','iwsta25','Field_Staff(A)'
'897','iwstb25','Intense_Field_Staff(B)'
'898','iwstc25','Field_Staff(C)'
'899','iwstd25','Field_Staff(D)'
'900','iwsta26','Staff26(A)'
'901','iwstb26','Intense_Staff26(B)'
'902','iwstc26','Staff26(C)'
'903','iwstd26','Staff26(D)'
'904','iwsta27','Staff27(A)'
'905','iwstb27','Intense_Staff27(B)'
'906','iwstc27','Staff27(C)'
'907','iwstd27','Staff27(D)'
'908','iwsta28','Beam_Bead(A)'
'909','iwstb28','Intense_Beam_Bead(B)'
'910','iwstc28','Beam_Bead(C)'
'911','iwstd28','Beam_Bead(D)'
'912','iwsta29','Staff29(A)'
'913','iwstb29','Intense_Staff29(B)'
'914','iwstc29','Staff29(C)'
'915','iwstd29','Staff29(D)'
'916','iwsta30','Duel_Wand(A)'
'917','iwstb30','Intense_Duel_Wand(B)'
'918','iwstc30','Duel_Wand(C)'
'919','iwstd30','Duel_Wand(D)'
'920','iwsta31','Staff31(A)'
'921','iwstb31','Intense_Staff31(B)'
'922','iwstc31','Staff31(C)'
'923','iwstd31','Staff31(D)'
'924','iwsta32','Staff32(A)'
'925','iwstb32','Intense_Staff32(B)'
'926','iwstc32','Staff32(C)'
'927','iwstd32','Staff32(D)'
'928','iwsta33','Staff33(A)'
'929','iwstb33','Intense_Staff33(B)'
'930','iwstc33','Staff33(C)'
'931','iwstd33','Staff33(D)'
'932','iwsta34','Staff34(A)'
'933','iwstb34','Intense_Staff34(B)'
'934','iwstc34','Staff34(C)'
'935','iwstd34','Staff34(D)'
'936','iwsta35','Blue_Wand(A)'
'937','iwstb35','Intense_Blue_Wand(B)'
'938','iwstc35','Blue_Wand(C)'
'939','iwstd35','Blue_Wand(D)'
'940','iwsta36','Staff36(A)'
'941','iwstb36','Intense_Staff36(B)'
'942','iwstc36','Staff36(C)'
'943','iwstd36','Staff36(D)'
'944','iwsta37','Staff37(A)'
'945','iwstb37','Intense_Staff37(B)'
'946','iwstc37','Staff37(C)'
'947','iwstd37','Staff37(D)'
'948','iwsta38','Staff38(A)'
'949','iwstb38','Intense_Staff38(B)'
'950','iwstc38','Staff38(C)'
'951','iwstd38','Staff38(D)'
'952','iwsta39','Staff39(A)'
'953','iwstb39','Intense_Staff39(B)'
'954','iwstc39','Staff39(C)'
'955','iwstd39','Staff39(D)'
'956','iwsta40','Black_Stick_Bead(A)'
'957','iwstb40','Intense_Black_Stick_Bead(B)'
'958','iwstc40','Black_Stick_Bead(C)'
'959','iwstd40','Black_Stick_Bead(D)'
'960','iwsta41','Staff41(A)'
'961','iwstb41','Intense_Staff41(B)'
'962','iwstc41','Staff41(C)'
'963','iwstd41','Staff41(D)'
'964','iwsta42','Staff42(A)'
'965','iwstb42','Intense_Staff42(B)'
'966','iwstc42','Staff42(C)'
'967','iwstd42','Staff42(D)'
'968','iwsta43','Staff43(A)'
'969','iwstb43','Intense_Staff43(B)'
'970','iwstc43','Staff43(C)'
'971','iwstd43','Staff43(D)'
'972','iwsta44','Staff44(A)'
'973','iwstb44','Intense_Staff44(B)'
'974','iwstc44','Staff44(C)'
'975','iwstd44','Staff44(D)'
'976','iwsta45','Sickle_Staff(A)'
'977','iwstb45','Intense_Sickle_Staff(B)'
'978','iwstc45','Sickle_Staff(C)'
'979','iwstd45','Sickle_Staff(D)'
'980','iwsta46','Staff46(A)'
'981','iwstb46','Intense_Staff46(B)'
'982','iwstc46','Staff46(C)'
'983','iwstd46','Staff46(D)'
'984','iwsta47','Staff47(A)'
'985','iwstb47','Intense_Staff47(B)'
'986','iwstc47','Staff47(C)'
'987','iwstd47','Staff47(D)'
'988','iwsta48','Staff48(A)'
'989','iwstb48','Intense_Staff48(B)'
'990','iwstc48','Staff48(C)'
'991','iwstd48','Staff48(D)'
'992','iwsta49','Staff49(A)'
'993','iwstb49','Intense_Staff49(B)'
'994','iwstc49','Staff49(C)'
'995','iwstd49','Staff49(D)'
'996','iwsta50','Hora_Staff(A)'
'997','iwstb50','Intense_Hora_Staff(B)'
'998','iwstc50','Hora_Staff(C)'
'999','iwstd01','JM_Staff(A)'
'1000','iwspa01','Short_Spear(A)'
'1001','iwspb01','Intense_Short_Spear(B)'
'1002','iwspc01','Short_Spear(C)'
'1003','iwspd01','Short_Spear(D)'
'1004','iwspa02','Long_Spear(A)'
'1005','iwspb02','Intense_Long_Spear(B)'
'1006','iwspc02','Long_Spear(C)'
'1007','iwspz02','Vengeance(High1)'
'1008','iwspa03','Pike(A)'
'1009','iwspb03','Intense_Pike(B)'
'1010','iwspc03','Pike(C)'
'1011','iwspd03','Pike(D)'
'1012','iwspa04','Spear4(A)'
'1013','iwspb04','Intense_Spear4(B)'
'1014','iwspc04','Spear4(C)'
'1015','iwspd04','Spear4(D)'
'1016','iwspa05','Harpoon(A)'
'1017','iwspb05','Intense_Harpoon(B)'
'1018','iwspc05','Harpoon(C)'
'1019','iwspd05','Harpoon(D)'
'1020','iwspa06','Spear6(A)'
'1021','iwspb06','Intense_Spear6(B)'
'1022','iwspc06','Spear6(C)'
'1023','iwspz06','Sealed_Vengeance(Low1)'
'1024','iwspa07','Trident(A)'
'1025','iwspb07','Intense_Trident(B)'
'1026','iwspc07','Trident(C)'
'1027','iwspd07','Trident(D)'
'1028','iwspa08','Spear8(A)'
'1029','iwspb08','Intense_Spear8(B)'
'1030','iwspc08','Spear8(C)'
'1031','iwspd08','Spear8(D)'
'1032','iwspa09','Spear9(A)'
'1033','iwspb09','Intense_Spear9(B)'
'1034','iwspc09','Spear9(C)'
'1035','iwspd09','Spear9(D)'
'1036','iwspa10','Glaive(A)'
'1037','iwspb10','Intense_Glaive(B)'
'1038','iwspc10','Glaive(C)'
'1039','iwspd10','Glaive(D)'
'1040','iwspa11','Spear11(A)'
'1041','iwspb11','Intense_Spear11(B)'
'1042','iwspc11','Spear11(C)'
'1043','iwspd11','Spear11(D)'
'1044','iwspa12','Ahlspiess(A)'
'1045','iwspb12','Intense_Ahlspiess(B)'
'1046','iwspc12','Ahlspiess(C)'
'1047','iwspd12','Ahlspiess(D)'
'1048','iwspa13','Spear13(A)'
'1049','iwspb13','Intense_Spear13(B)'
'1050','iwspc13','Spear13(C)'
'1051','iwspd13','Spear13(D)'
'1052','iwspa14','Spear14(A)'
'1053','iwspb14','Intense_Spear14(B)'
'1054','iwspc14','Spear14(C)'
'1055','iwspd14','Spear14(D)'
'1056','iwspa15','Corsesca(A)'
'1057','iwspb15','Intense_Corsesca(B)'
'1058','iwspc15','Corsesca(C)'
'1059','iwspd15','Corsesca(D)'
'1060','iwspa16','Spear16(A)'
'1061','iwspb16','Intense_Spear16(B)'
'1062','iwspc16','Spear16(C)'
'1063','iwspd16','Spear16(D)'
'1064','iwspa17','Spear17(A)'
'1065','iwspb17','Intense_Spear17(B)'
'1066','iwspc17','Spear17(C)'
'1067','iwspd17','Spear17(D)'
'1068','iwspa18','ElaStick(A)'
'1069','iwspb18','Intense_ElaStick(B)'
'1070','iwspc18','ElaStick(C)'
'1071','iwspd18','ElaStick(D)'
'1072','iwspa19','Spear19(A)'
'1073','iwspb19','Intense_Spear19(B)'
'1074','iwspc19','Spear19(C)'
'1075','iwspd19','Spear19(D)'
'1076','iwspa20','Vouge(A)'
'1077','iwspb20','Intense_Vouge(B)'
'1078','iwspc20','Vouge(C)'
'1079','iwspd20','Vouge(D)'
'1080','iwspa21','Spear21(A)'
'1081','iwspb21','Intense_Spear21(B)'
'1082','iwspc21','Spear21(C)'
'1083','iwspd21','Spear21(D)'
'1084','iwspa22','Halbard(A)'
'1085','iwspb22','Intense_Halbard(B)'
'1086','iwspc22','Halbard(C)'
'1087','iwspd22','Halbard(D)'
'1088','iwspa23','Spear23(A)'
'1089','iwspb23','Intense_Spear23(B)'
'1090','iwspc23','Spear23(C)'
'1091','iwspd23','Spear23(D)'
'1092','iwspa24','Spear24(A)'
'1093','iwspb24','Intense_Spear24(B)'
'1094','iwspc24','Spear24(C)'
'1095','iwspd24','Spear24(D)'
'1096','iwspa25','Winged_Spear(A)'
'1097','iwspb25','Intense_Winged_Spear(B)'
'1098','iwspc25','Winged_Spear(C)'
'1099','iwspd25','Winged_Spear(D)'
'1100','iwspa26','Spear26(A)'
'1101','iwspb26','Intense_Spear26(B)'
'1102','iwspc26','Spear26(C)'
'1103','iwspd26','Spear26(D)'
'1104','iwspa27','Spear27(A)'
'1105','iwspb27','Intense_Spear27(B)'
'1106','iwspc27','Spear27(C)'
'1107','iwspd27','Spear27(D)'
'1108','iwspa28','Beam_Spear(A)'
'1109','iwspb28','Intense_Beam_Spear(B)'
'1110','iwspc28','Beam_Spear(C)'
'1111','iwspd28','Beam_Spear(D)'
'1112','iwspa29','Spear29(A)'
'1113','iwspb29','Intense_Spear29(B)'
'1114','iwspc29','Spear29(C)'
'1115','iwspd29','Spear29(D)'
'1116','iwspa30','Beam_Pike(A)'
'1117','iwspb30','Intense_Beam_Pike(B)'
'1118','iwspc30','Beam_Pike(C)'
'1119','iwspd30','Beam_Pike(D)'
'1120','iwspa31','Spear31(A)'
'1121','iwspb31','Intense_Spear31(B)'
'1122','iwspc31','Spear31(C)'
'1123','iwspd31','Spear31(D)'
'1124','iwspa32','Spear32(A)'
'1125','iwspb32','Intense_Spear32(B)'
'1126','iwspc32','Spear32(C)'
'1127','iwspd32','Spear32(D)'
'1128','iwspa33','Spear33(A)'
'1129','iwspb33','Intense_Spear33(B)'
'1130','iwspc33','Spear33(C)'
'1131','iwspd33','Spear33(D)'
'1132','iwspa34','Spear34(A)'
'1133','iwspb34','Intense_Spear34(B)'
'1134','iwspc34','Spear34(C)'
'1135','iwspd34','Spear34(D)'
'1136','iwspa35','Beam_Winged_Spear(A)'
'1137','iwspb35','Intense_Beam_Winged_Spear(B)'
'1138','iwspc35','Beam_Winged_Spear(C)'
'1139','iwspd35','Beam_Winged_Spear(D)'
'1140','iwspa36','Spear36(A)'
'1141','iwspb36','Intense_Spear36(B)'
'1142','iwspc36','Spear36(C)'
'1143','iwspd36','Spear36(D)'
'1144','iwspa37','Spear37(A)'
'1145','iwspb37','Intense_Spear37(B)'
'1146','iwspc37','Spear37(C)'
'1147','iwspd37','Spear37(D)'
'1148','iwspa38','Spear38(A)'
'1149','iwspb38','Intense_Spear38(B)'
'1150','iwspc38','Spear38(C)'
'1151','iwspd38','Spear38(D)'
'1152','iwspa39','Spear39(A)'
'1153','iwspb39','Intense_Spear39(B)'
'1154','iwspc39','Spear39(C)'
'1155','iwspd39','Spear39(D)'
'1156','iwspa40','Lance(A)'
'1157','iwspb40','Intense_Lance(B)'
'1158','iwspc40','Lance(C)'
'1159','iwspd40','Lance(D)'
'1160','iwspa41','Spear41(A)'
'1161','iwspb41','Intense_Spear41(B)'
'1162','iwspc41','Spear41(C)'
'1163','iwspd41','Spear41(D)'
'1164','iwspa42','Spear42(A)'
'1165','iwspb42','Intense_Spear42(B)'
'1166','iwspc42','Spear42(C)'
'1167','iwspd42','Spear42(D)'
'1168','iwspa43','Spear43(A)'
'1169','iwspb43','Intense_Spear43(B)'
'1170','iwspc43','Spear43(C)'
'1171','iwspd43','Spear43(D)'
'1172','iwspa44','Spear44(A)'
'1173','iwspb44','Intense_Spear44(B)'
'1174','iwspc44','Spear44(C)'
'1175','iwspd44','Spear44(D)'
'1176','iwspa45','Field_Lance(A)'
'1177','iwspb45','Intense_Field_Lance(B)'
'1178','iwspc45','Field_Lance(C)'
'1179','iwspd45','Field_Lance(D)'
'1180','iwspa46','Spear46(A)'
'1181','iwspb46','Intense_Spear46(B)'
'1182','iwspc46','Spear46(C)'
'1183','iwspd46','Spear46(D)'
'1184','iwspa47','Spear47(A)'
'1185','iwspb47','Intense_Spear47(B)'
'1186','iwspc47','Spear47(C)'
'1187','iwspd47','Spear47(D)'
'1188','iwspa48','Spear48(A)'
'1189','iwspb48','Intense_Spear48(B)'
'1190','iwspc48','Spear48(C)'
'1191','iwspd48','Spear48(D)'
'1192','iwspa49','Spear49(A)'
'1193','iwspb49','Intense_Spear49(B)'
'1194','iwspc49','Spear49(C)'
'1195','iwspd49','Spear49(D)'
'1196','iwspa50','Hora_Spear(A)'
'1197','iwspb50','Intense_Hora_Spear(B)'
'1198','iwspc50','Hora_Spear(C)'
'1199','iwspd50','Hora_Spear(D)'
'1200','iwboa01','Short_Bow(A)'
'1201','iwbob01','Intense_Short_Bow(B)'
'1202','iwboc01','Short_Bow(C)'
'1203','iwboz01','Valkyrie(High1)'
'1204','iwboa02','Long_Bow(A)'
'1205','iwbob02','Intense_Long_Bow(B)'
'1206','iwboc02','Long_Bow(C)'
'1207','iwboz02','Chimera(High1)'
'1208','iwboa03','Battle_Bow(A)'
'1209','iwbob03','Intense_Battle_Bow(B)'
'1210','iwboc03','Battle_Bow(C)'
'1211','iwboz03','Sealed_Valkyrie(Low1)'
'1212','iwboa04','Bow4(A)'
'1213','iwbob04','Intense_Bow4(B)'
'1214','iwboc04','Bow4(C)'
'1215','iwbod04','Bow4(D)'
'1216','iwboa05','Assembly_Bow(A)'
'1217','iwbob05','Intense_Assembly_Bow(B)'
'1218','iwboc05','Assembly_Bow(C)'
'1219','iwbod05','Assembly_Bow(D)'
'1220','iwboa06','Bow6(A)'
'1221','iwbob06','Intense_Bow6(B)'
'1222','iwboc06','Bow6(C)'
'1223','iwboz06','Sealed_Chimera(Low1)'
'1224','iwboa07','Assembly_Long_Bow(A)'
'1225','iwbob07','Intense_Assembly_Long_Bow(B)'
'1226','iwboc07','Assembly_Long_Bow(C)'
'1227','iwbod07','Assembly_Long_Bow(D)'
'1228','iwboa08','Bow8(A)'
'1229','iwbob08','Intense_Bow8(B)'
'1230','iwboc08','Bow8(C)'
'1231','iwbod08','Bow8(D)'
'1232','iwboa09','Bow9(A)'
'1233','iwbob09','Intense_Bow9(B)'
'1234','iwboc09','Bow9(C)'
'1235','iwbod09','Bow9(D)'
'1236','iwboa10','CrossBow(A)'
'1237','iwbob10','Intense_CrossBow(B)'
'1238','iwboc10','CrossBow(C)'
'1239','iwbod10','CrossBow(D)'
'1240','iwboa11','Bow11(A)'
'1241','iwbob11','Intense_Bow11(B)'
'1242','iwboc11','Bow11(C)'
'1243','iwbod11','Bow11(D)'
'1244','iwboa12','Composite_Bow(A)'
'1245','iwbob12','Intense_Composite_Bow(B)'
'1246','iwboc12','Composite_Bow(C)'
'1247','iwbod12','Composite_Bow(D)'
'1248','iwboa13','Bow13(A)'
'1249','iwbob13','Intense_Bow13(B)'
'1250','iwboc13','Bow13(C)'
'1251','iwbod13','Bow13(D)'
'1252','iwboa14','Bow14(A)'
'1253','iwbob14','Intense_Bow14(B)'
'1254','iwboc14','Bow14(C)'
'1255','iwbod14','Bow14(D)'
'1256','iwboa15','Assembly_CrossBow(A)'
'1257','iwbob15','Intense_Assembly_CrossBow(B)'
'1258','iwboc15','Assembly_CrossBow(C)'
'1259','iwbod15','Assembly_CrossBow(D)'
'1260','iwboa16','Bow16(A)'
'1261','iwbob16','Intense_Bow16(B)'
'1262','iwboc16','Bow16(C)'
'1263','iwbod16','Bow16(D)'
'1264','iwboa17','Bow17(A)'
'1265','iwbob17','Intense_Bow17(B)'
'1266','iwboc17','Bow17(C)'
'1267','iwbod17','Bow17(D)'
'1268','iwboa18','Tower_Bow(A)'
'1269','iwbob18','Intense_Tower_Bow(B)'
'1270','iwboc18','Tower_Bow(C)'
'1271','iwbod18','Tower_Bow(D)'
'1272','iwboa19','Bow19(A)'
'1273','iwbob19','Intense_Bow19(B)'
'1274','iwboc19','Bow19(C)'
'1275','iwbod19','Bow19(D)'
'1276','iwboa20','Beam_Bow(A)'
'1277','iwbob20','Intense_Beam_Bow(B)'
'1278','iwboc20','Beam_Bow(C)'
'1279','iwbod20','Beam_Bow(D)'
'1280','iwboa21','Bow21(A)'
'1281','iwbob21','Intense_Bow21(B)'
'1282','iwboc21','Bow21(C)'
'1283','iwbod21','Bow21(D)'
'1284','iwboa22','Beam_CrossBow(A)'
'1285','iwbob22','Intense_Beam_CrossBow(B)'
'1286','iwboc22','Beam_CrossBow(C)'
'1287','iwbod22','Beam_CrossBow(D)'
'1288','iwboa23','Bow23(A)'
'1289','iwbob23','Intense_Bow23(B)'
'1290','iwboc23','Bow23(C)'
'1291','iwbod23','Bow23(D)'
'1292','iwboa24','Bow24(A)'
'1293','iwbob24','Intense_Bow24(B)'
'1294','iwboc24','Bow24(C)'
'1295','iwbod24','Bow24(D)'
'1296','iwboa25','Beam_Assembly_Long_Bow(A)'
'1297','iwbob25','Intense_Beam_Assembly_Long_Bow(B)'
'1298','iwboc25','Beam_Assembly_Long_Bow(C)'
'1299','iwbod25','Beam_Assembly_Long_Bow(D)'
'1300','iwboa26','Bow26(A)'
'1301','iwbob26','Intense_Bow26(B)'
'1302','iwboc26','Bow26(C)'
'1303','iwbod26','Bow26(D)'
'1304','iwboa27','Bow27(A)'
'1305','iwbob27','Intense_Bow27(B)'
'1306','iwboc27','Bow27(C)'
'1307','iwbod27','Bow27(D)'
'1308','iwboa28','Beam_Assembly_CrossBow(A)'
'1309','iwbob28','Intense_Beam_Assembly_CrossBow(B)'
'1310','iwboc28','Beam_Assembly_CrossBow(C)'
'1311','iwbod28','Beam_Assembly_CrossBow(D)'
'1312','iwboa29','Bow29(A)'
'1313','iwbob29','Intense_Bow29(B)'
'1314','iwboc29','Bow29(C)'
'1315','iwbod29','Bow29(D)'
'1316','iwboa30','Siege_Bow(A)'
'1317','iwbob30','Intense_Siege_Bow(B)'
'1318','iwboc30','Siege_Bow(C)'
'1319','iwbod30','Siege_Bow(D)'
'1320','iwboa31','Bow31(A)'
'1321','iwbob31','Intense_Bow31(B)'
'1322','iwboc31','Bow31(C)'
'1323','iwbod31','Bow31(D)'
'1324','iwboa32','Bow32(A)'
'1325','iwbob32','Intense_Bow32(B)'
'1326','iwboc32','Bow32(C)'
'1327','iwbod32','Bow32(D)'
'1328','iwboa33','Bow33(A)'
'1329','iwbob33','Intense_Bow33(B)'
'1330','iwboc33','Bow33(C)'
'1331','iwbod33','Bow33(D)'
'1332','iwboa34','Bow34(A)'
'1333','iwbob34','Intense_Bow34(B)'
'1334','iwboc34','Bow34(C)'
'1335','iwbod34','Bow34(D)'
'1336','iwboa35','Gun_Bow(A)'
'1337','iwbob35','Intense_Gun_Bow(B)'
'1338','iwboc35','Gun_Bow(C)'
'1339','iwbod35','Gun_Bow(D)'
'1340','iwboa36','Bow36(A)'
'1341','iwbob36','Intense_Bow36(B)'
'1342','iwboc36','Bow36(C)'
'1343','iwbod36','Bow36(D)'
'1344','iwboa37','Bow37(A)'
'1345','iwbob37','Intense_Bow37(B)'
'1346','iwboc37','Bow37(C)'
'1347','iwbod37','Bow37(D)'
'1348','iwboa38','Bow38(A)'
'1349','iwbob38','Intense_Bow38(B)'
'1350','iwboc38','Bow38(C)'
'1351','iwbod38','Bow38(D)'
'1352','iwboa39','Bow39(A)'
'1353','iwbob39','Intense_Bow39(B)'
'1354','iwboc39','Bow39(C)'
'1355','iwbod39','Bow39(D)'
'1356','iwboa40','Beam_Siege_Bow(A)'
'1357','iwbob40','Intense_Beam_Siege_Bow(B)'
'1358','iwboc40','Beam_Siege_Bow(C)'
'1359','iwbod40','Beam_Siege_Bow(D)'
'1360','iwboa41','Bow41(A)'
'1361','iwbob41','Intense_Bow41(B)'
