'0','ildbf01','Default_Bellato_Male_Pants1'
'396','ilcwa41','Odinz_Trouser(Cora_Warrior_TypeA)'
'397','ilcwb41','Intense_Odinz_Trouser(Cora_Warrior_TypeB)'
'398','ilcwc40','Normal_Uniform_Slack<GuildMasterOnly>'
'399','ilcwd40','Normal_Uniform_Slack<ArchonOnly>'
'400','ilcwa43','Rogue_Trouser(Cora_Warrior_TypeA)'
'401','ilcwb43','Intense_Rogue_Trouser(Cora_Warrior_TypeB)'
'402','ilcwc43','Rogue_Trouser(Cora_Warrior_TypeC)'
'403','ilcwd43','Rogue_Trouser(Cora_Warrior_TypeD)'
'404','ilcwa45','Large_Rogue_Trouser(Cora_Warrior_TypeA)'
'405','ilcwb45','Intense_Large_Rogue_Trouser(Cora_Warrior_TypeB)'
'406','ilcwc45','Symbol_of_Leader_Trouser'
'407','ilcwd45','Representative_of_Desem_Trouser'
'408','ilcwa47','JMHora_Trouser(Cora_Warrior_TypeA)'
'409','ilcwb47','Intense_JMHora_Trouser(Cora_Warrior_TypeB)'
'410','ilcwc47','JMHora_Trouser(Cora_Warrior_TypeC)'
'411','ilcwd47','JMHora_Trouser(Cora_Warrior_TypeD)'
'412','ilcwa50','Bone_Trouser(Cora_Warrior_TypeA)'
'413','ilcwb50','Intense_Bone_Trouser(Cora_Warrior_TypeB)'
'414','ilcwc50','KnightWalker_Leg_Guard<M-type>'
'415','ilcwd50','Bone_Trouser(Cora_Warrior_TypeD)'
'416','ilcra04','Light_Training_Shift_Pants(Cora_Ranger_TypeA)'
'417','ilcrb04','Intense_Light_Training_Shift_Pants(Cora_Ranger_TypeB)'
'418','ilcrc04','Light_Training_Shift_Pants(Cora_Ranger_TypeC)'
'419','ilcrd04','Light_Training_Shift_Pants(Cora_Ranger_TypeD)'
'420','ilcra07','Shift_Pants(Cora_Ranger_TypeA)'
'421','ilcrb07','Intense_Shift_Pants(Cora_Ranger_TypeB)'
'422','ilcrc07','Shift_Pants(Cora_Ranger_TypeC)'
'423','ilcrd07','Shift_Pants(Cora_Ranger_TypeD)'
'424','ilcra10','High_Shift_Pants(Cora_Ranger_TypeA)'
'425','ilcrb10','Intense_High_Shift_Pants(Cora_Ranger_TypeB)'
'426','ilcrc10','High_Shift_Pants(Cora_Ranger_TypeC)'
'427','ilcrd10','High_Shift_Pants(Cora_Ranger_TypeD)'
'428','ilcra13','Raiment_Pants(Cora_Ranger_TypeA)'
'429','ilcrb13','Intense_Raiment_Pants(Cora_Ranger_TypeB)'
'430','ilcrc13','Raiment_Pants(Cora_Ranger_TypeC)'
'431','ilcrd13','Raiment_Pants(Cora_Ranger_TypeD)'
'432','ilcra16','Hora_Ranger_Pants(Cora_Ranger_TypeA)'
'433','ilcrb16','Intense_Hora_Ranger_Pants(Cora_Ranger_TypeB)'
'434','ilcrc16','Hora_Ranger_Pants(Cora_Ranger_TypeC)'
'435','ilcrd16','Hora_Ranger_Pants(Cora_Ranger_TypeD)'
'436','ilcra19','Clout_Pants(Cora_Ranger_TypeA)'
'437','ilcrb19','Intense_Clout_Pants(Cora_Ranger_TypeB)'
'438','ilcrc19','Clout_Pants(Cora_Ranger_TypeC)'
'439','ilcrd19','Clout_Pants(Cora_Ranger_TypeD)'
'440','ilcra21','Ether_Clout_Pants(Cora_Ranger_TypeA)'
'441','ilcrb21','Intense_Ether_Clout_Pants(Cora_Ranger_TypeB)'
'442','ilcrc21','Ether_Clout_Pants(Cora_Ranger_TypeC)'
'443','ilcrd21','Ether_Clout_Pants(Cora_Ranger_TypeD)'
'444','ilcra23','Rust_Iron_Pants(Cora_Ranger_TypeA)'
'445','ilcrb23','Intense_Rust_Iron_Pants(Cora_Ranger_TypeB)'
'446','ilcrc23','Rust_Iron_Pants(Cora_Ranger_TypeC)'
'447','ilcrd23','Rust_Iron_Pants(Cora_Ranger_TypeD)'
'448','ilcra25','Iron_Pants(Cora_Ranger_TypeA)'
'449','ilcrb25','Intense_Iron_Pants(Cora_Ranger_TypeB)'
'450','ilcrc25','Iron_Pants(Cora_Ranger_TypeC)'
'451','ilcrd25','Iron_Pants(Cora_Ranger_TypeD)'
'452','ilcra27','Rust_Ager_Pants(Cora_Ranger_TypeA)'
'453','ilcrb27','Intense_Rust_Ager_Pants(Cora_Ranger_TypeB)'
'454','ilcrc27','Rust_Ager_Pants(Cora_Ranger_TypeC)'
'455','ilcrd27','Rust_Ager_Pants(Cora_Ranger_TypeD)'
'456','ilcra29','Ager_Pants(Cora_Ranger_TypeA)'
'457','ilcrb29','Intense_Ager_Pants(Cora_Ranger_TypeB)'
'458','ilcrc29','Ager_Pants(Cora_Ranger_TypeC)'
'459','ilcrd29','Ager_Pants(Cora_Ranger_TypeD)'
'460','ilcra31','Redeemer_Drawers(Cora_Ranger_TypeA)'
'461','ilcrb31','Intense_Redeemer_Drawers(Cora_Ranger_TypeB)'
'462','ilcrc31','Redeemer_Drawers(Cora_Ranger_TypeC)'
'463','ilcrd31','Redeemer_Drawers(Cora_Ranger_TypeD)'
'464','ilcra33','Redeemer_Mine_Drawers(Cora_Ranger_TypeA)'
'465','ilcrb33','Intense_Redeemer_Mine_Drawers(Cora_Ranger_TypeB)'
'466','ilcrc33','Redeemer_Mine_Drawers(Cora_Ranger_TypeC)'
'467','ilcrd33','Redeemer_Mine_Drawers(Cora_Ranger_TypeD)'
'468','ilcra35','Crude_Hazard_Drawers(Cora_Ranger_TypeA)'
'469','ilcrb35','Intense_Crude_Hazard_Drawers(Cora_Ranger_TypeB)'
'470','ilcrc35','Crude_Hazard_Drawers(Cora_Ranger_TypeC)'
'471','ilcrd35','Crude_Hazard_Drawers(Cora_Ranger_TypeD)'
'472','ilcra37','Hazard_Drawers(Cora_Ranger_TypeA)'
'473','ilcrb37','Intense_Hazard_Drawers(Cora_Ranger_TypeB)'
'474','ilcrc37','Hazard_Drawers(Cora_Ranger_TypeC)'
'475','ilcrd37','Hazard_Drawers(Cora_Ranger_TypeD)'
'476','ilcra39','Limit_Glow_Drawers(Cora_Ranger_TypeA)'
'477','ilcrb39','Intense_Limit_Glow_Drawers(Cora_Ranger_TypeB)'
'478','ilcrc39','Limit_Glow_Drawers(Cora_Ranger_TypeC)'
'479','ilcrd39','Limit_Glow_Drawers(Cora_Ranger_TypeD)'
'480','ilcra41','Glow_Slacks(Cora_Ranger_TypeA)'
'481','ilcrb41','Intense_Glow_Slacks(Cora_Ranger_TypeB)'
'482','ilcrc41','Glow_Slacks(Cora_Ranger_TypeC)'
'483','ilcrd41','Glow_Slacks(Cora_Ranger_TypeD)'
'484','ilcra43','Velocity_Slacks(Cora_Ranger_TypeA)'
'485','ilcrb43','Intense_Velocity_Slacks(Cora_Ranger_TypeB)'
'486','ilcrc43','Velocity_Slacks(Cora_Ranger_TypeC)'
'487','ilcrd43','Velocity_Slacks(Cora_Ranger_TypeD)'
'488','ilcra45','Top_Velocity_Slacks(Cora_Ranger_TypeA)'
'489','ilcrb45','Intense_Top_Velocity_Slacks(Cora_Ranger_TypeB)'
'490','ilcrc45','Top_Velocity_Slacks(Cora_Ranger_TypeC)'
'491','ilcrd45','Representative_of_Desem_Slacks(Cora_Ranger_TypeD)'
'492','ilcra47','Ranger_Slacks(Cora_Ranger_TypeA)'
'493','ilcrb47','Intense_Ranger_Slacks(Cora_Ranger_TypeB)'
'494','ilcrc47','Ranger_Slacks(Cora_Ranger_TypeC)'
'495','ilcrd47','Ranger_Slacks(Cora_Ranger_TypeD)'
'496','ilcra50','Azl_Raiment_Slacks(Cora_Ranger_TypeA)'
'497','ilcrb50','Intense_Azl_Raiment_Slacks(Cora_Ranger_TypeB)'
'498','ilcrc50','KnightWalker_Leg_Guard<R-type>'
'499','ilcrd50','Azl_Raiment_Slacks(Cora_Ranger_TypeD)'
'500','ilcfa04','Normal_Training_Schmitt_Pants(Cora_Force_TypeA)'
'501','ilcfb04','Intense_Normal_Training_Schmitt_Pants(Cora_Force_TypeB)'
'502','ilcfc04','Normal_Training_Schmitt_Pants(Cora_Force_TypeC)'
'503','ilcfd04','Normal_Training_Schmitt_Pants(Cora_Force_TypeD)'
'504','ilcfa07','Schmitt_Pants(Cora_Force_TypeA)'
'505','ilcfb07','Intense_Schmitt_Pants(Cora_Force_TypeB)'
'506','ilcfc07','Schmitt_Pants(Cora_Force_TypeC)'
'507','ilcfd07','Schmitt_Pants(Cora_Force_TypeD)'
'508','ilcfa10','Senior_Schmitt_Pants(Cora_Force_TypeA)'
'509','ilcfb10','Intense_Senior_Schmitt_Pants(Cora_Force_TypeB)'
'510','ilcfc10','Senior_Schmitt_Pants(Cora_Force_TypeC)'
'511','ilcfd10','Senior_Schmitt_Pants(Cora_Force_TypeD)'
'512','ilcfa13','Banel_Stuff_Brichz(Cora_Force_TypeA)'
'513','ilcfb13','Intense_Banel_Stuff_Brichz(Cora_Force_TypeB)'
'514','ilcfc13','Banel_Stuff_Brichz(Cora_Force_TypeC)'
'515','ilcfd13','Banel_Stuff_Brichz(Cora_Force_TypeD)'
'516','ilcfa16','Stuff_Brichz(Cora_Force_TypeA)'
'517','ilcfb16','Intense_Stuff_Brichz(Cora_Force_TypeB)'
'518','ilcfc16','Stuff_Brichz(Cora_Force_TypeC)'
'519','ilcfd16','Stuff_Brichz(Cora_Force_TypeD)'
'520','ilcfa19','Hard_Leather_Brichz(Cora_Force_TypeA)'
'521','ilcfb19','Intense_Hard_Leather_Brichz(Cora_Force_TypeB)'
'522','ilcfc19','Hard_Leather_Brichz(Cora_Force_TypeC)'
'523','ilcfd19','Hard_Leather_Brichz(Cora_Force_TypeD)'
'524','ilcfa21','Leather_Drawers(Cora_Force_TypeA)'
'525','ilcfb21','Intense_Leather_Drawers(Cora_Force_TypeB)'
'526','ilcfc21','Leather_Drawers(Cora_Force_TypeC)'
'527','ilcfd21','Leather_Drawers(Cora_Force_TypeD)'
'528','ilcfa23','Mage_Polished_Drawers(Cora_Force_TypeA)'
'529','ilcfb23','Intense_Mage_Polished_Drawers(Cora_Force_TypeB)'
'530','ilcfc23','Mage_Polished_Drawers(Cora_Force_TypeC)'
'531','ilcfd23','Mage_Polished_Drawers(Cora_Force_TypeD)'
'532','ilcfa25','Polished_Drawers(Cora_Force_TypeA)'
'533','ilcfb25','Intense_Polished_Drawers(Cora_Force_TypeB)'
'534','ilcfc25','Polished_Drawers(Cora_Force_TypeC)'
'535','ilcfd25','Polished_Drawers(Cora_Force_TypeD)'
'536','ilcfa27','Simple_Ancient_Drawers(Cora_Force_TypeA)'
'537','ilcfb27','Intense_Simple_Ancient_Drawers(Cora_Force_TypeB)'
'538','ilcfc27','Simple_Ancient_Drawers(Cora_Force_TypeC)'
'539','ilcfd27','Simple_Ancient_Drawers(Cora_Force_TypeD)'
'540','ilcfa29','Ancient_Drawers(Cora_Force_TypeA)'
'541','ilcfb29','Intense_Ancient_Drawers(Cora_Force_TypeB)'
'542','ilcfc29','Ancient_Drawers(Cora_Force_TypeC)'
'543','ilcfd29','Ancient_Drawers(Cora_Force_TypeD)'
'544','ilcfa31','Banel_Dru_Slacks(Cora_Force_TypeA)'
'545','ilcfb31','Intense_Banel_Dru_Slacks(Cora_Force_TypeB)'
'546','ilcfc31','Banel_Dru_Slacks(Cora_Force_TypeC)'
'547','ilcfd31','Banel_Dru_Slacks(Cora_Force_TypeD)'
'548','ilcfa33','Hora_Slacks(Cora_Force_TypeA)'
'549','ilcfb33','Intense_Hora_Slacks(Cora_Force_TypeB)'
'550','ilcfc33','Hora_Slacks(Cora_Force_TypeC)'
'551','ilcfd33','Hora_Slacks(Cora_Force_TypeD)'
'552','ilcfa35','Middle_Sabbat_Slacks(Cora_Force_TypeA)'
'553','ilcfb35','Intense_Middle_Sabbat_Slacks(Cora_Force_TypeB)'
'554','ilcfc35','Middle_Sabbat_Slacks(Cora_Force_TypeC)'
'555','ilcfd35','Middle_Sabbat_Slacks(Cora_Force_TypeD)'
'556','ilcfa37','Sabbat_Slacks(Cora_Force_TypeA)'
'557','ilcfb37','Intense_Sabbat_Slacks(Cora_Force_TypeB)'
'558','ilcfc37','Sabbat_Slacks(Cora_Force_TypeC)'
'559','ilcfd37','Sabbat_Slacks(Cora_Force_TypeD)'
'560','ilcfa39','Force_Slacks(Cora_Force_TypeA)'
'561','ilcfb39','Intense_Force_Slacks(Cora_Force_TypeB)'
'562','ilcfc39','Force_Slacks(Cora_Force_TypeC)'
'563','ilcfd39','Force_Slacks(Cora_Force_TypeD)'
'564','ilcfa41','Itaco_Trouser(Cora_Force_TypeA)'
'565','ilcfb41','Intense_Itaco_Trouser(Cora_Force_TypeB)'
'566','ilcfc41','Itaco_Trouser(Cora_Force_TypeC)'
'567','ilcfd41','Itaco_Trouser(Cora_Force_TypeD)'
'568','ilcfa43','Shaman_Trouser(Cora_Force_TypeA)'
'569','ilcfb43','Intense_Shaman_Trouser(Cora_Force_TypeB)'
'570','ilcfc43','Shaman_Trouser(Cora_Force_TypeC)'
'571','ilcfd43','Shaman_Trouser(Cora_Force_TypeD)'
'572','ilcfa45','Elixir_Trouser(Cora_Force_TypeA)'
'573','ilcfb45','Intense_Elixir_Trouser(Cora_Force_TypeB)'
'574','ilcfc45','Elixir_Trouser(Cora_Force_TypeC)'
'575','ilcfd45','Representative_of_Desem_Trouser(Cora_Force_TypeD)'
'576','ilcfa47','DECEM_Trouser(Cora_Force_TypeA)'
'577','ilcfb47','Intense_DECEM_Trouser(Cora_Force_TypeB)'
'578','ilcfc47','DECEM_Trouser(Cora_Force_TypeC)'
'579','ilcfd47','DECEM_Trouser(Cora_Force_TypeD)'
'580','ilcfa50','Dru_Trouser(Cora_Force_TypeA)'
'581','ilcfb50','Intense_Dru_Trouser(Cora_Force_TypeB)'
'582','ilcfc50','KnightWalker_Leg_Guard<F-type>'
'583','ilcfd50','Dru_Trouser(Cora_Force_TypeD)'
'584','ilawa04','Training_Leg(Accretia_Warrior_TypeA)'
'585','ilawb04','Intense_Training_Leg(Accretia_Warrior_TypeB)'
'586','ilawc04','Training_Leg(Accretia_Warrior_TypeC)'
'587','ilawd04','Training_Leg(Accretia_Warrior_TypeD)'
'588','ilawa07','Basic_Leg(Accretia_Warrior_TypeA)'
'589','ilawb07','Intense_Basic_Leg(Accretia_Warrior_TypeB)'
'590','ilawc07','Basic_Leg(Accretia_Warrior_TypeC)'
'591','ilawd07','Basic_Leg(Accretia_Warrior_TypeD)'
'592','ilawa10','Light_Leg(Accretia_Warrior_TypeA)'
'593','ilawb10','Intense_Light_Leg(Accretia_Warrior_TypeB)'
'594','ilawc10','Light_Leg(Accretia_Warrior_TypeC)'
'595','ilawd10','Light_Leg(Accretia_Warrior_TypeD)'
'596','ilawa13','Normal_Basic_Leg(Accretia_Warrior_TypeA)'
'597','ilawb13','Intense_Normal_Basic_Leg(Accretia_Warrior_TypeB)'
'598','ilawc13','Normal_Basic_Leg(Accretia_Warrior_TypeC)'
'599','ilawd13','Normal_Basic_Leg(Accretia_Warrior_TypeD)'
'600','ilawa16','Normal_Leg(Accretia_Warrior_TypeA)'
'601','ilawb16','Intense_Normal_Leg(Accretia_Warrior_TypeB)'
'602','ilawc16','Normal_Leg(Accretia_Warrior_TypeC)'
'603','ilawd16','Normal_Leg(Accretia_Warrior_TypeD)'
'604','ilawa19','Heavy_Leg(Accretia_Warrior_TypeA)'
'605','ilawb19','Intense_Heavy_Leg(Accretia_Warrior_TypeB)'
'606','ilawc19','Heavy_Leg(Accretia_Warrior_TypeC)'
'607','ilawd19','Heavy_Leg(Accretia_Warrior_TypeD)'
'608','ilawa21','Chief_Heavy_Leg(Accretia_Warrior_TypeA)'
'609','ilawb21','Intense_Chief_Heavy_Leg(Accretia_Warrior_TypeB)'
'610','ilawc21','Chief_Heavy_Leg(Accretia_Warrior_TypeC)'
'611','ilawd21','Chief_Heavy_Leg(Accretia_Warrior_TypeD)'
'612','ilawa23','Steel_Tube_Leg(Accretia_Warrior_TypeA)'
'613','ilawb23','Intense_Steel_Tube_Leg(Accretia_Warrior_TypeB)'
'614','ilawc23','Steel_Tube_Leg(Accretia_Warrior_TypeC)'
'615','ilawd23','Steel_Tube_Leg(Accretia_Warrior_TypeD)'
'616','ilawa25','Double_SteelTube_Leg(Accretia_Warrior_TypeA)'
'617','ilawb25','Intense_Double_SteelTube_Leg(Accretia_Warrior_TypeB)'
'618','ilawc25','Double_SteelTube_Leg(Accretia_Warrior_TypeC)'
'619','ilawd25','Double_SteelTube_Leg(Accretia_Warrior_TypeD)'
'620','ilawa27','Metal_Leg(Accretia_Warrior_TypeA)'
'621','ilawb27','Intense_Metal_Leg(Accretia_Warrior_TypeB)'
'622','ilawc27','Metal_Leg(Accretia_Warrior_TypeC)'
'623','ilawd27','Metal_Leg(Accretia_Warrior_TypeD)'
'624','ilawa29','HQMetal_Leg(Accretia_Warrior_TypeA)'
'625','ilawb29','Intense_HQMetal_Leg(Accretia_Warrior_TypeB)'
'626','ilawc29','HQMetal_Leg(Accretia_Warrior_TypeC)'
'627','ilawd29','HQMetal_Leg(Accretia_Warrior_TypeD)'
'628','ilawa31','Low_Burn_Leg(Accretia_Warrior_TypeA)'
'629','ilawb31','Intense_Low_Burn_Leg(Accretia_Warrior_TypeB)'
'630','ilawc31','Low_Burn_Leg(Accretia_Warrior_TypeC)'
'631','ilawd31','Low_Burn_Leg(Accretia_Warrior_TypeD)'
'632','ilawa33','Burn_Leg(Accretia_Warrior_TypeA)'
'633','ilawb33','Intense_Burn_Leg(Accretia_Warrior_TypeB)'
'634','ilawc33','Burn_Leg(Accretia_Warrior_TypeC)'
'635','ilawd33','Burn_Leg(Accretia_Warrior_TypeD)'
'636','ilawa35','Beam_Leg(Accretia_Warrior_TypeA)'
'637','ilawb35','Intense_Beam_Leg(Accretia_Warrior_TypeB)'
'638','ilawc35','Beam_Leg(Accretia_Warrior_TypeC)'
'639','ilawd35','Beam_Leg(Accretia_Warrior_TypeD)'
'640','ilawa37','Hora_Power_Leg(Accretia_Warrior_TypeA)'
'641','ilawb37','Intense_Hora_Power_Leg(Accretia_Warrior_TypeB)'
'642','ilawc37','Hora_Power_Leg(Accretia_Warrior_TypeC)'
'643','ilawd37','Hora_Power_Leg(Accretia_Warrior_TypeD)'
'644','ilawa39','Silver_Leg(Accretia_Warrior_TypeA)'
'645','ilawb39','Intense_Silver_Leg(Accretia_Warrior_TypeB)'
'646','ilawc39','Silver_Leg(Accretia_Warrior_TypeC)'
'647','ilawd39','Silver_Leg(Accretia_Warrior_TypeD)'
'648','ilawa41','Hora_Leg(Accretia_Warrior_TypeA)'
'649','ilawb41','Intense_Hora_Leg(Accretia_Warrior_TypeB)'
'650','ilawc40','Normal_Uniform_Leg<GuildMasterOnly>'
'651','ilawd40','Normal_Uniform_Leg<ArchonOnly>'
'652','ilawa43','Alloy_Leg(Accretia_Warrior_TypeA)'
'653','ilawb43','Intense_Alloy_Leg(Accretia_Warrior_TypeB)'
'654','ilawc43','Alloy_Leg(Accretia_Warrior_TypeC)'
'655','ilawd43','Alloy_Leg(Accretia_Warrior_TypeD)'
'656','ilawa45','Top_Alloy_Leg(Accretia_Warrior_TypeA)'
'657','ilawb45','Intense_Top_Alloy_Leg(Accretia_Warrior_TypeB)'
'658','ilawc45','Symbol_of_Leader_Leg'
'659','ilawd45','Voice_of_Empire_Leg'
'660','ilawa47','PowerSuit_Leg(Accretia_Warrior_TypeA)'
'661','ilawb47','Intense_PowerSuit_Leg(Accretia_Warrior_TypeB)'
'662','ilawc47','PowerSuit_Leg(Accretia_Warrior_TypeC)'
'663','ilawd47','PowerSuit_Leg(Accretia_Warrior_TypeD)'
'664','ilawa50','Temple_Beam_Leg(Accretia_Warrior_TypeA)'
'665','ilawb50','Intense_Temple_Beam_Leg(Accretia_Warrior_TypeB)'
'666','ilawc50','Didalos_Tactical_Leg<M-type>'
'667','ilawd50','Temple_Beam_Leg(Accretia_Warrior_TypeD)'
'668','ilara04','Light_Training_Leg(Accretia_Ranger_TypeA)'
'669','ilarb04','Intense_Light_Training_Leg(Accretia_Ranger_TypeB)'
'670','ilarc04','Light_Training_Leg(Accretia_Ranger_TypeC)'
'671','ilard04','Light_Training_Leg(Accretia_Ranger_TypeD)'
'672','ilara07','Chip_Leg(Accretia_Ranger_TypeA)'
'673','ilarb07','Intense_Chip_Leg(Accretia_Ranger_TypeB)'
'674','ilarc07','Chip_Leg(Accretia_Ranger_TypeC)'
'675','ilard07','Chip_Leg(Accretia_Ranger_TypeD)'
'676','ilara10','Piece_Leg(Accretia_Ranger_TypeA)'
'677','ilarb10','Intense_Piece_Leg(Accretia_Ranger_TypeB)'
'678','ilarc10','Piece_Leg(Accretia_Ranger_TypeC)'
'679','ilard10','Piece_Leg(Accretia_Ranger_TypeD)'
'680','ilara13','Basic_Piece_Leg(Accretia_Ranger_TypeA)'
'681','ilarb13','Intense_Basic_Piece_Leg(Accretia_Ranger_TypeB)'
'682','ilarc13','Basic_Piece_Leg(Accretia_Ranger_TypeC)'
'683','ilard13','Basic_Piece_Leg(Accretia_Ranger_TypeD)'
'684','ilara16','Normal_Piece_Leg(Accretia_Ranger_TypeA)'
'685','ilarb16','Intense_Normal_Piece_Leg(Accretia_Ranger_TypeB)'
'686','ilarc16','Normal_Piece_Leg(Accretia_Ranger_TypeC)'
'687','ilard16','Normal_Piece_Leg(Accretia_Ranger_TypeD)'
'688','ilara19','Heavy_Piece_Leg(Accretia_Ranger_TypeA)'
'689','ilarb19','Intense_Heavy_Piece_Leg(Accretia_Ranger_TypeB)'
'690','ilarc19','Heavy_Piece_Leg(Accretia_Ranger_TypeC)'
'691','ilard19','Heavy_Piece_Leg(Accretia_Ranger_TypeD)'
'692','ilara21','High_HeavyPiece_Leg(Accretia_Ranger_TypeA)'
'693','ilarb21','Intense_High_HeavyPiece_Leg(Accretia_Ranger_TypeB)'
'694','ilarc21','High_HeavyPiece_Leg(Accretia_Ranger_TypeC)'
'695','ilard21','High_HeavyPiece_Leg(Accretia_Ranger_TypeD)'
'696','ilara23','Light_Pliant_Leg(Accretia_Ranger_TypeA)'
'697','ilarb23','Intense_Light_Pliant_Leg(Accretia_Ranger_TypeB)'
'698','ilarc23','Light_Pliant_Leg(Accretia_Ranger_TypeC)'
'699','ilard23','Light_Pliant_Leg(Accretia_Ranger_TypeD)'
'700','ilara25','Pliant_Leg(Accretia_Ranger_TypeA)'
'701','ilarb25','Intense_Pliant_Leg(Accretia_Ranger_TypeB)'
'702','ilarc25','Pliant_Leg(Accretia_Ranger_TypeC)'
'703','ilard25','Pliant_Leg(Accretia_Ranger_TypeD)'
'704','ilara27','Rust_Solid_Leg(Accretia_Ranger_TypeA)'
'705','ilarb27','Intense_Rust_Solid_Leg(Accretia_Ranger_TypeB)'
'706','ilarc27','Rust_Solid_Leg(Accretia_Ranger_TypeC)'
'707','ilard27','Rust_Solid_Leg(Accretia_Ranger_TypeD)'
'708','ilara29','Solid_Metal_Leg(Accretia_Ranger_TypeA)'
'709','ilarb29','Intense_Solid_Metal_Leg(Accretia_Ranger_TypeB)'
'710','ilarc29','Solid_Metal_Leg(Accretia_Ranger_TypeC)'
'711','ilard29','Solid_Metal_Leg(Accretia_Ranger_TypeD)'
'712','ilara31','Crude_Hue_Leg(Accretia_Ranger_TypeA)'
'713','ilarb31','Intense_Crude_Hue_Leg(Accretia_Ranger_TypeB)'
'714','ilarc31','Crude_Hue_Leg(Accretia_Ranger_TypeC)'
'715','ilard31','Crude_Hue_Leg(Accretia_Ranger_TypeD)'
'716','ilara33','Hue_Leg(Accretia_Ranger_TypeA)'
'717','ilarb33','Intense_Hue_Leg(Accretia_Ranger_TypeB)'
'718','ilarc33','Hue_Leg(Accretia_Ranger_TypeC)'
'719','ilard33','Hue_Leg(Accretia_Ranger_TypeD)'
'720','ilara35','Single_Press_Leg(Accretia_Ranger_TypeA)'
'721','ilarb35','Intense_Single_Press_Leg(Accretia_Ranger_TypeB)'
'722','ilarc35','Single_Press_Leg(Accretia_Ranger_TypeC)'
'723','ilard35','Single_Press_Leg(Accretia_Ranger_TypeD)'
'724','ilara37','Double_Press_Leg(Accretia_Ranger_TypeA)'
'725','ilarb37','Intense_Double_Press_Leg(Accretia_Ranger_TypeB)'
'726','ilarc37','Double_Press_Leg(Accretia_Ranger_TypeC)'
'727','ilard37','Double_Press_Leg(Accretia_Ranger_TypeD)'
'728','ilara39','Per_Leg(Accretia_Ranger_TypeA)'
'729','ilarb39','Intense_Per_Leg(Accretia_Ranger_TypeB)'
'730','ilarc39','Per_Leg(Accretia_Ranger_TypeC)'
'731','ilard39','Per_Leg(Accretia_Ranger_TypeD)'
'732','ilara41','Hora_PowerPiece_Leg(Accretia_Ranger_TypeA)'
'733','ilarb41','Intense_Hora_PowerPiece_Leg(Accretia_Ranger_TypeB)'
'734','ilarc41','Hora_PowerPiece_Leg(Accretia_Ranger_TypeC)'
'735','ilard41','Hora_PowerPiece_Leg(Accretia_Ranger_TypeD)'
'736','ilara43','Normal_Vacuum_Leg(Accretia_Ranger_TypeA)'
'737','ilarb43','Intense_Normal_Vacuum_Leg(Accretia_Ranger_TypeB)'
'738','ilarc43','Normal_Vacuum_Leg(Accretia_Ranger_TypeC)'
'739','ilard43','Normal_Vacuum_Leg(Accretia_Ranger_TypeD)'
'740','ilara45','Vacuum_Leg(Accretia_Ranger_TypeA)'
'741','ilarb45','Intense_Vacuum_Leg(Accretia_Ranger_TypeB)'
'742','ilarc45','Vacuum_Leg(Accretia_Ranger_TypeC)'
'743','ilard45','Voice_of_Empire_Leg(Accretia_Ranger_TypeD)'
'744','ilara47','Hora_Piece_Leg(Accretia_Ranger_TypeA)'
'745','ilarb47','Intense_Hora_Piece_Leg(Accretia_Ranger_TypeB)'
'746','ilarc47','Hora_Piece_Leg(Accretia_Ranger_TypeC)'
'747','ilard47','Hora_Piece_Leg(Accretia_Ranger_TypeD)'
'748','ilara50','Metal_Per_Leg(Accretia_Ranger_TypeA)'
'749','ilarb50','Intense_Metal_Per_Leg(Accretia_Ranger_TypeB)'
'750','ilarc50','Didalos_Tactical_Leg<R-type>'
'751','ilard50','Metal_Per_Leg(Accretia_Ranger_TypeD)'
'752','ilafa04','Accretia_etc_Leg(Accretia_Launcher_TypeA)'
'753','ilafb04','Intense_Accretia_etc_Leg(Accretia_Launcher_TypeB)'
'754','ilafc04','Accretia_etc_Leg(Accretia_Launcher_Typemake)'
'755','ilafd04','Accretia_etc_Leg(Accretia_Launcher_Typeuniqe)'
'756','ilafa07','Accretia_etc_Leg(Accretia_Launcher_TypeA)'
'757','ilafb04','Intense_Accretia_etc_Leg(Accretia_Launcher_TypeB)'
'758','ilafc07','???????_??(????????make)'
'759','ilafd07','???????_??(????????uniqe)'
'760','ilafa10','Accretia_etc_Leg(Accretia_Launcher_TypeA)'
'761','ilafb04','Intense_Accretia_etc_Leg(Accretia_Launcher_TypeB)'
'762','ilafc07','???????_??(????????make)'
'763','ilafd07','???????_??(????????uniqe)'
'764','ilafa13','Accretia_etc_Leg(Accretia_Launcher_TypeA)'
'765','ilafb04','Intense_Accretia_etc_Leg(Accretia_Launcher_TypeB)'
'766','ilafc07','???????_??(????????make)'
'767','ilafd07','???????_??(????????uniqe)'
'768','ilafa16','Basic_Simetry_Leg(Accretia_Launcher_TypeA)'
'769','ilafb16','Intense_Basic_Simetry_Leg(Accretia_Launcher_TypeB)'
'770','ilafc16','Basic_Simetry_Leg(Accretia_Launcher_TypeC)'
'771','ilafd16','Basic_Simetry_Leg(Accretia_Launcher_TypeD)'
'772','ilafa19','Normal_Simetry_Leg(Accretia_Launcher_TypeA)'
'773','ilafb19','Intense_Normal_Simetry_Leg(Accretia_Launcher_TypeB)'
'774','ilafc19','Normal_Simetry_Leg(Accretia_Launcher_TypeC)'
