'0','iyyyy01','Cling'
'1731','iygla39','6Favor_Gold_Armor_Coupon_[Launcher_Pants](Accretia)'
'1732','iyglb40','6Favor_Gold_Armor_Coupon_[Proximity_Gloves](Bellato)'
'1733','iyglb41','6Favor_Gold_Armor_Coupon_[Long_Range_Gloves](Bellato)'
'1734','iyglb42','6Favor_Gold_Armor_Coupon_[Force_Gloves](Bellato)'
'1735','iyglc40','6Favor_Gold_Armor_Coupon_[Proximity_Gloves](Cora)'
'1736','iyglc41','6Favor_Gold_Armor_Coupon_[Long_Range_Gloves](Cora)'
'1737','iyglc42','6Favor_Gold_Armor_Coupon_[Force_Gloves](Cora)'
'1738','iygla40','6Favor_Gold_Armor_Coupon_[Proximity_Gloves](Accretia)'
'1739','iygla41','6Favor_Gold_Armor_Coupon_[Long_Range_Gloves](Accretia)'
'1740','iygla42','6Favor_Gold_Armor_Coupon_[Launcher_Gloves](Accretia)'
'1741','iyglb43','6Favor_Gold_Armor_Coupon_[Proximity_Shoes](Bellato)'
'1742','iyglb44','6Favor_Gold_Armor_Coupon_[Long_Range_Shoes](Bellato)'
'1743','iyglb45','6Favor_Gold_Armor_Coupon_[Force_Shoes](Bellato)'
'1744','iyglc43','6Favor_Gold_Armor_Coupon_[Proximity_Shoes](Cora)'
'1745','iyglc44','6Favor_Gold_Armor_Coupon_[Long_Range_Shoes](Cora)'
'1746','iyglc45','6Favor_Gold_Armor_Coupon_[Force_Shoes](Cora)'
'1747','iygla43','6Favor_Gold_Armor_Coupon_[Proximity_Shoes](Accretia)'
'1748','iygla44','6Favor_Gold_Armor_Coupon_[Long_Range_Shoes](Accretia)'
'1749','iygla45','6Favor_Gold_Armor_Coupon_[Launcher_Shoes](Accretia)'
'1750','iyglb46','7Favor_Gold_Armor_Coupon_[Proximity_Helmet](Bellato)'
'1751','iyglb47','7Favor_Gold_Armor_Coupon_[Long_Range_Helmet](Bellato)'
'1752','iyglb48','7Favor_Gold_Armor_Coupon_[Force_Helmet](Bellato)'
'1753','iyglc46','7Favor_Gold_Armor_Coupon_[Proximity_Helmet](Cora)'
'1754','iyglc47','7Favor_Gold_Armor_Coupon_[Long_Range_Helmet](Cora)'
'1755','iyglc48','7Favor_Gold_Armor_Coupon_[Force_Helmet](Cora)'
'1756','iygla46','7Favor_Gold_Armor_Coupon_[Proximity_Helmet](Accretia)'
'1757','iygla47','7Favor_Gold_Armor_Coupon_[Long_Range_Helmet](Accretia)'
'1758','iygla48','7Favor_Gold_Armor_Coupon_[Launcher_Helmet](Accretia)'
'1759','iyglb49','7Favor_Gold_Armor_Coupon_[Proximity_UpperGarment](Bellato)'
'1760','iyglb50','7Favor_Gold_Armor_Coupon_[Long_Range_UpperGarment](Bellato)'
'1761','iyglb51','7Favor_Gold_Armor_Coupon_[Force_UpperGarment](Bellato)'
'1762','iyglc49','7Favor_Gold_Armor_Coupon_[Proximity_UpperGarment](Cora)'
'1763','iyglc50','7Favor_Gold_Armor_Coupon_[Long_Range_UpperGarment](Cora)'
'1764','iyglc51','7Favor_Gold_Armor_Coupon_[Force_UpperGarment](Cora)'
'1765','iygla49','7Favor_Gold_Armor_Coupon_[Proximity_UpperGarment](Accretia)'
'1766','iygla50','7Favor_Gold_Armor_Coupon_[Long_Range_UpperGarment](Accretia)'
'1767','iygla51','7Favor_Gold_Armor_Coupon_[Launcer_UpperGarment](Accretia)'
'1768','iyglb52','7Favor_Gold_Armor_Coupon_[Proximity_Pants](Bellato)'
'1769','iyglb53','7Favor_Gold_Armor_Coupon_[Long_Range_Pants](Bellato)'
'1770','iyglb54','7Favor_Gold_Armor_Coupon_[Force_Pants](Bellato)'
'1771','iyglc52','7Favor_Gold_Armor_Coupon_[Proximity_Pants](Cora)'
'1772','iyglc53','7Favor_Gold_Armor_Coupon_[Long_Range_Pants](Cora)'
'1773','iyglc54','7Favor_Gold_Armor_Coupon_[Force_Pants](Cora)'
'1774','iygla52','7Favor_Gold_Armor_Coupon_[Proximity_Pants](Accretia)'
'1775','iygla53','7Favor_Gold_Armor_Coupon_[Long_Range_Pants](Accretia)'
'1776','iygla54','7Favor_Gold_Armor_Coupon_[Launcher_Pants](Accretia)'
'1777','iyglb55','7Favor_Gold_Armor_Coupon_[Proximity_Gloves](Bellato)'
'1778','iyglb56','7Favor_Gold_Armor_Coupon_[Long_Range_Gloves](Bellato)'
'1779','iyglb57','7Favor_Gold_Armor_Coupon_[Force_Gloves](Bellato)'
'1780','iyglc55','7Favor_Gold_Armor_Coupon_[Proximity_Gloves](Cora)'
'1781','iyglc56','7Favor_Gold_Armor_Coupon_[Long_Range_Gloves](Cora)'
'1782','iyglc57','7Favor_Gold_Armor_Coupon_[Force_Gloves](Cora)'
'1783','iygla55','7Favor_Gold_Armor_Coupon_[Proximity_Gloves](Accretia)'
'1784','iygla56','7Favor_Gold_Armor_Coupon_[Long_Range_Gloves](Accretia)'
'1785','iygla57','7Favor_Gold_Armor_Coupon_[Launcher_Gloves](Accretia)'
'1786','iyglb58','7Favor_Gold_Armor_Coupon_[Proximity_Shoes](Bellato)'
'1787','iyglb59','7Favor_Gold_Armor_Coupon_[Long_Range_Shoes](Bellato)'
'1788','iyglb60','7Favor_Gold_Armor_Coupon_[Force_Shoes](Bellato)'
'1789','iyglc58','7Favor_Gold_Armor_Coupon_[Proximity_Shoes](Cora)'
'1790','iyglc59','7Favor_Gold_Armor_Coupon_[Long_Range_Shoes](Cora)'
'1791','iyglc60','7Favor_Gold_Armor_Coupon_[Force_Shoes](Cora)'
'1792','iygla58','7Favor_Gold_Armor_Coupon_[Proximity_Shoes](Accretia)'
'1793','iygla59','7Favor_Gold_Armor_Coupon_[Long_Range_Shoes](Accretia)'
'1794','iygla60','7Favor_Gold_Armor_Coupon_[Launcher_Shoes](Accretia)'
'1795','iyglk01','5Chaos_Gold_Booster_Coupon(Bellato)'
'1796','iyglk02','5Chaos_Gold_Booster_Coupon(Cora)'
'1797','iyglk03','5Chaos_Gold_Booster_Coupon(Accretia)'
'1798','iyglk04','6Chaos_Gold_Booster_Coupon(Bellato)'
'1799','iyglk05','6Chaos_Gold_Booster_Coupon(Cora)'
'1800','iyglk06','6Chaos_Gold_Booster_Coupon(Accretia)'
'1801','iyglk07','7Chaos_Gold_Booster_Coupon(Bellato)'
'1802','iyglk08','7Chaos_Gold_Booster_Coupon(Cora)'
'1803','iyglk09','7Chaos_Gold_Booster_Coupon(Accretia)'
'1804','iydon01','Dalant'
'1805','iyaup31','Stable_Elemental_Sprits_Appendix_H1~5Level_Upgrader'
'1806','iyaup32','Stable_Elemental_Mind_Appendix_H1~5Level_Upgrader'
'1807','iyaup33','Stable_Elemental_Tum_Appendix_G1~5Level_Upgrader'
'1808','iyaup34','Stable_Elemental_Mind_Earring_H11~5_1Level_Upgrader'
'1809','iyaup35','Stable_Elemental_Mind_Earring_H11~5_2Level_Upgrader'
'1810','iyaup36','Stable_Elemental_Mind_Earring_H11~5_3Level_Upgrader'
'1811','iyaup37','Stable_Elemental_Mind_Earring_H11~5_4Level_Upgrader'
'1812','iyaup38','Stable_Elemental_Mind_Earring_H11~5_5Level_Upgrader'
'1813','iyaup39','Stable_Elemental_Curse_Earring_H11~5_1Level_Upgrader'
'1814','iyaup40','Stable_Elemental_Curse_Earring_H11~5_2Level_Upgrader'
'1815','iyaup41','Stable_Elemental_Curse_Earring_H11~5_3Level_Upgrader'
'1816','iyaup42','Stable_Elemental_Curse_Earring_H11~5_4Level_Upgrader'
'1817','iyaup43','Stable_Elemental_Curse_Earring_H11~5_5Level_Upgrader'
'1818','iyaup44','Stable_Elemental_Glow_Earring_H11~5Level_Upgrader'
'1819','iyaup45','Stable_Elemental_Den_Earring_H11~5_1Level_Upgrader'
'1820','iyaup46','Stable_Elemental_Den_Earring_H11~5_2Level_Upgrader'
'1821','iyaup47','Stable_Elemental_Den_Earring_H11~5_3Level_Upgrader'
'1822','iyaup48','Stable_Elemental_Den_Earring_H11~5_4Level_Upgrader'
'1823','iyaup49','Stable_Elemental_Den_Earring_H11~5_5Level_Upgrader'
'1824','iyaup50','Stable_Elemental_Power_Earmuff_H11~5_5Level_Upgrader'
'1825','iyaup51','Stable_Elemental_Hue_Earmuff__H11~5_1Level_Upgrader'
'1826','iyaup52','Stable_Elemental_Hue_Earmuff__H11~5_2Level_Upgrader'
'1827','iyaup53','Stable_Elemental_Hue_Earmuff__H11~5_3Level_Upgrader'
'1828','iyaup54','Stable_Elemental_Hue_Earmuff__H11~5_4Level_Upgrader'
'1829','iyaup55','Stable_Elemental_Hue_Earmuff__H11~5_5Level_Upgrader'
'1830','iyaup56','Stable_Elemental_Pliant_Earmuff__H11~5_1Level_Upgrader'
'1831','iyaup57','Stable_Elemental_Pliant_Earmuff__H11~5_2Level_Upgrader'
'1832','iyaup58','Stable_Elemental_Pliant_Earmuff__H11~5_3Level_Upgrader'
'1833','iyaup59','Stable_Elemental_Pliant_Earmuff__H11~5_4Level_Upgrader'
'1834','iyaup60','Stable_Elemental_Pliant_Earmuff__H11~5_5Level_Upgrader'
'1835','iyrup41','Stable_Elemental_Sprits_Racelet_H11~5_1Level_Upgrader'
'1836','iyrup42','Stable_Elemental_Sprits_Racelet__H11~5_2Level_Upgrader'
'1837','iyrup43','Stable_Elemental_Sprits_Racelet__H11~5_3Level_Upgrader'
'1838','iyrup44','Stable_Elemental_Sprits_Racelet_H11~5_4Level_Upgrader'
'1839','iyrup45','Stable_Elemental_Sprits_Racelet__H11~5_5Level_Upgrader'
'1840','iyrup46','Stable_Elemental_Tum_Racelet_H11~5_1Level_Upgrader'
'1841','iyrup47','Stable_Elemental_Tum_Racelet__H11~5_2Level_Upgrader'
'1842','iyrup48','Stable_Elemental_Tum_Racelet__H11~5_3Level_Upgrader'
'1843','iyrup49','Stable_Elemental_Tum_Racelet_H11~5_4Level_Upgrader'
'1844','iyrup50','Stable_Elemental_Tum_Racelet__H11~5_5Level_Upgrader'
'1845','iyrup51','Stable_Elemental_Mind_Racelet_H11~5_1Level_Upgrader'
'1846','iyrup52','Stable_Elemental_Mind_Racelet__H11~5_2Level_Upgrader'
'1847','iyrup53','Stable_Elemental_Mind_Racelet__H11~5_3Level_Upgrader'
'1848','iyrup54','Stable_Elemental_Mind_Racelet_H11~5_4Level_Upgrader'
'1849','iyrup55','Stable_Elemental_Mind_Racelet__H11~5_5Level_Upgrader'
'1850','iyrup56','Stable_Elemental_El_Racelet__H11~5Level_Upgrader'
'1851','iyrup57','Stable_Elemental_Den_Armlet__G11~5Level_Upgrader'
'1852','iyrup58','Stable_Elemental_Curse_Armlet__H11~5Level_Upgrader'
'1853','iyrup59','Stable_Elemental_Mild_Armlet__H11~5Level_Upgrader'
'1854','iyrup60','Stable_Elemental_Mighty_Bracelet_H11~5_1Level_Upgrader'
'1855','iyrup61','Stable_Elemental_Mighty_Bracelet__H11~5_2Level_Upgrader'
'1856','iyrup62','Stable_Elemental_Mighty_Bracelet__H11~5_3Level_Upgrader'
'1857','iyrup63','Stable_Elemental_Mighty_Bracelet_H11~5_4Level_Upgrader'
'1858','iyrup64','Stable_Elemental_Mighty_Bracelet__H11~5_5Level_Upgrader'
'1859','iyrup65','Stable_Elemental_Hue_Bracelet_H11~5_1Level_Upgrader'
'1860','iyrup66','Stable_Elemental_Hue_Bracelet__H11~5_2Level_Upgrader'
'1861','iyrup67','Stable_Elemental_Hue_Bracelet__H11~5_3Level_Upgrader'
'1862','iyrup68','Stable_Elemental_Hue_Bracelet_H11~5_4Level_Upgrader'
'1863','iyrup69','Stable_Elemental_Hue_Bracelet__H11~5_5Level_Upgrader'
'1864','iyrup70','Stable_Elemental_Pliant_Bracelet_H11~5_1Level_Upgrader'
'1865','iyrup71','Stable_Elemental_Pliant_Bracelet__H11~5_2Level_Upgrader'
'1866','iyrup72','Stable_Elemental_Pliant_Bracelet__H11~5_3Level_Upgrader'
'1867','iyrup73','Stable_Elemental_Pliant_Bracelet_H11~5_4Level_Upgrader'
'1868','iyrup74','Stable_Elemental_Pliant_Bracelet__H11~5_5Level_Upgrader'
'1869','iyrup75','Stable_Elemental_Power_Bracelet__H11~5Level_Upgrader'
'1870','iyeup01','Event_Armor_Socket_Extender'
